material_id,material_name,material_type,supplier_id,unit_of_measure,unit_cost,currency,min_order_quantity,lead_time_days,storage_condition,shelf_life_months,gmp_certified,cas_number,status
MAT-00700,Isopropyl Alcohol,raw_chemical,SUP-0054,rolls,1191.64,JPY,197,14,cold,14,true,5429-85-3,active
MAT-00701,Shipping Label,label,SUP-0159,g,374.86,GBP,155,63,cold,40,true,,active
MAT-00702,Stearic Acid,excipient,SUP-0195,mL,2091.35,JPY,500,47,ambient,34,true,57213-18-7,active
MAT-00703,Isopropyl Alcohol,raw_chemical,SUP-0179,kg,835.09,EUR,149,8,controlled,9,true,97137-60-7,pending_approval
MAT-00704,Tween 80,raw_chemical,SUP-0131,g,828.01,INR,288,52,ambient,44,false,27172-33-0,active
MAT-00705,Ethanol 96%,raw_chemical,SUP-0132,mL,2960.77,INR,258,70,ambient,25,true,38894-44-8,active
MAT-00706,Silicon Dioxide,excipient,SUP-0075,mL,228.54,USD,328,21,ambient,14,false,6802-92-3,active
MAT-00707,Methanol AR Grade,raw_chemical,SUP-0162,g,7.5,JPY,498,50,ambient,11,false,94694-27-6,discontinued
MAT-00708,Carton Box Large,packaging,SUP-0003,rolls,4926.31,GBP,113,38,cold,22,true,,discontinued
MAT-00709,Propylene Glycol,raw_chemical,SUP-0098,g,3613.15,GBP,446,83,controlled,44,true,58008-38-5,active
MAT-00710,Silicon Dioxide,excipient,SUP-0187,sheets,778.63,INR,189,21,ambient,11,false,23841-68-2,active
MAT-00711,Hypromellose,excipient,SUP-0166,pcs,4716.8,GBP,11,42,cold,17,false,90144-87-3,active
MAT-00712,Iron Oxide Red,excipient,SUP-0166,g,2132.26,INR,52,70,cold,52,true,79124-22-6,active
MAT-00713,Metformin HCl,active_ingredient,SUP-0034,g,4132.9,EUR,395,13,ambient,15,true,1281-23-8,pending_approval
MAT-00714,Ampoule 5ml,packaging,SUP-0195,g,1012.01,JPY,457,59,cold,25,false,,active
MAT-00715,Stearic Acid,excipient,SUP-0161,mL,279.85,JPY,64,5,cold,12,false,13493-75-6,active
MAT-00716,Cetirizine HCl,active_ingredient,SUP-0099,mL,120.49,EUR,181,86,ambient,20,false,90065-24-7,active
MAT-00717,Azithromycin Dihydrate,active_ingredient,SUP-0092,mL,509.13,USD,316,45,cold,29,true,5731-87-2,active
MAT-00718,Tamper Evident Seal,label,SUP-0039,rolls,2998.26,GBP,320,39,ambient,12,false,,active
MAT-00719,Shrink Wrap Film,packaging,SUP-0020,units,4053.69,USD,442,22,controlled,15,false,,active
MAT-00720,Hologram Sticker,label,SUP-0018,pcs,3606.86,USD,296,57,controlled,23,true,,active
MAT-00721,Pre-filled Syringe 1ml,packaging,SUP-0091,L,909.77,GBP,254,57,ambient,50,false,,discontinued
MAT-00722,Carton Box Large,packaging,SUP-0063,L,4010.8,INR,215,73,ambient,40,false,,discontinued
MAT-00723,Potassium Chloride,raw_chemical,SUP-0184,mL,1923.44,INR,270,76,controlled,57,true,92205-21-3,active
MAT-00724,Amoxicillin Trihydrate,active_ingredient,SUP-0093,mL,4969.53,JPY,243,20,cold,9,false,47348-27-4,active
MAT-00725,Silicon Dioxide,excipient,SUP-0015,sheets,1212.87,EUR,61,21,ambient,52,true,91292-64-5,active
MAT-00726,Duloxetine HCl,active_ingredient,SUP-0041,g,2384.39,USD,76,49,cold,11,true,10151-11-9,active
MAT-00727,Povidone K30,excipient,SUP-0192,L,2349.09,JPY,358,41,ambient,32,false,58242-92-0,active
MAT-00728,Metformin HCl,active_ingredient,SUP-0155,L,300.47,EUR,258,23,cold,31,false,89166-68-8,pending_approval
MAT-00729,Pre-filled Syringe 1ml,packaging,SUP-0041,units,3546.91,GBP,499,14,controlled,30,true,,pending_approval
MAT-00730,Silicon Dioxide,excipient,SUP-0101,sheets,3095.41,EUR,422,74,controlled,59,true,90807-69-7,active
MAT-00731,Serialization Label,label,SUP-0166,sheets,824.54,INR,100,37,cold,12,true,,active
MAT-00732,Isopropyl Alcohol,raw_chemical,SUP-0042,rolls,140.73,JPY,55,11,cold,44,true,99208-49-3,discontinued
MAT-00733,Magnesium Stearate,excipient,SUP-0146,kg,1202.06,JPY,23,75,ambient,8,true,41282-21-4,active
MAT-00734,Carton Box Small,packaging,SUP-0050,units,4793.72,GBP,385,53,controlled,28,true,,pending_approval
MAT-00735,Sertraline HCl,active_ingredient,SUP-0026,rolls,2036.73,JPY,414,22,cold,43,false,62565-85-0,active
MAT-00736,Magnesium Stearate,excipient,SUP-0161,L,3412.03,USD,488,32,cold,57,true,94232-30-8,discontinued
MAT-00737,Hydrochloric Acid,raw_chemical,SUP-0087,rolls,2237.68,GBP,185,82,ambient,8,false,31390-36-9,discontinued
MAT-00738,Clopidogrel Bisulfate,active_ingredient,SUP-0025,L,2834.72,USD,74,42,controlled,57,true,65443-22-7,active
MAT-00739,Stearic Acid,excipient,SUP-0148,units,807.78,GBP,181,14,cold,17,false,33859-70-4,active
MAT-00740,Gelatin Capsule Shell,excipient,SUP-0011,g,4858.42,GBP,440,39,ambient,32,true,57830-56-8,discontinued
MAT-00741,Pre-filled Syringe 1ml,packaging,SUP-0130,rolls,417.91,INR,135,90,cold,45,true,,pending_approval
MAT-00742,Croscarmellose Sodium,excipient,SUP-0075,kg,773.23,INR,82,75,ambient,60,true,29285-59-7,pending_approval
MAT-00743,Escitalopram Oxalate,active_ingredient,SUP-0120,rolls,2329.66,USD,44,26,controlled,12,false,56819-35-6,active
MAT-00744,Duloxetine HCl,active_ingredient,SUP-0125,rolls,1712.45,EUR,360,63,cold,23,false,5067-79-2,active
MAT-00745,Lactose Monohydrate,excipient,SUP-0154,mL,1601.27,INR,32,49,ambient,36,true,7138-37-0,pending_approval
MAT-00746,Carton Print Sheet,label,SUP-0022,units,1260.73,EUR,36,38,ambient,11,false,,pending_approval
MAT-00747,Leaflet Insert A4,label,SUP-0048,sheets,2624.13,USD,48,57,ambient,54,false,,active
MAT-00748,Gelatin Capsule Shell,excipient,SUP-0122,rolls,4709.74,JPY,353,23,controlled,33,false,90869-83-6,active
MAT-00749,Glycerin USP,raw_chemical,SUP-0149,mL,389.5,JPY,75,44,controlled,58,false,1909-29-7,active
MAT-00750,Tamper Evident Seal,label,SUP-0068,rolls,568.48,JPY,370,3,ambient,59,true,,pending_approval
MAT-00751,Leaflet Insert A5,label,SUP-0108,g,182.91,JPY,397,24,controlled,30,true,,active
MAT-00752,Coating Opadry Blue,excipient,SUP-0004,mL,4858.74,GBP,417,49,cold,25,false,65859-25-7,pending_approval
MAT-00753,Serialization Label,label,SUP-0139,sheets,2052.23,INR,268,45,cold,17,false,,active
MAT-00754,HDPE Bottle 60cc,packaging,SUP-0139,L,2763.99,INR,196,39,controlled,50,false,,pending_approval
MAT-00755,Child-Resistant Cap,packaging,SUP-0027,g,4976.82,USD,333,5,controlled,32,true,,active
MAT-00756,Sodium Chloride,raw_chemical,SUP-0149,g,3167.81,USD,342,40,ambient,19,true,59639-80-6,active
MAT-00757,Sodium Lauryl Sulfate,excipient,SUP-0119,pcs,4752.78,INR,465,85,controlled,56,false,1046-57-3,discontinued
MAT-00758,Glass Vial 10ml,packaging,SUP-0079,units,4398.1,INR,345,33,cold,32,true,,active
MAT-00759,Sertraline HCl,active_ingredient,SUP-0190,L,3952.66,JPY,163,45,cold,42,false,31747-81-6,active
MAT-00760,Tween 80,raw_chemical,SUP-0148,sheets,4142.84,INR,66,84,ambient,52,true,52887-50-8,active
MAT-00761,Carton Print Sheet,label,SUP-0130,mL,498.34,USD,324,76,ambient,59,false,,discontinued
MAT-00762,Magnesium Stearate,excipient,SUP-0007,rolls,1019.21,INR,6,83,controlled,15,true,81065-79-1,discontinued
MAT-00763,Carton Print Sheet,label,SUP-0117,kg,3711.83,GBP,96,33,controlled,20,false,,active
MAT-00764,Tween 80,raw_chemical,SUP-0097,mL,3631.7,GBP,338,9,ambient,11,true,82289-12-9,active
MAT-00765,Omeprazole Magnesium,active_ingredient,SUP-0028,pcs,4636.03,EUR,145,36,cold,11,true,64831-56-3,active
MAT-00766,Cetirizine HCl,active_ingredient,SUP-0019,pcs,3977.31,INR,492,83,cold,19,false,49235-50-7,active
MAT-00767,Hypromellose,excipient,SUP-0169,units,51.2,JPY,324,80,cold,13,false,45503-71-9,discontinued
MAT-00768,Propylene Glycol,raw_chemical,SUP-0066,kg,792.36,USD,99,80,cold,40,true,67944-75-2,active
MAT-00769,Blister Alu-Alu,packaging,SUP-0084,g,4492.91,EUR,113,13,controlled,50,true,,active
MAT-00770,Blister PVC/Alu,packaging,SUP-0090,pcs,996.59,JPY,334,40,ambient,53,false,,active
MAT-00771,Isopropyl Alcohol,raw_chemical,SUP-0045,sheets,4611.78,EUR,352,38,ambient,12,false,21762-36-7,active
MAT-00772,Leaflet Insert A4,label,SUP-0082,sheets,2981.85,JPY,56,80,ambient,33,true,,discontinued
MAT-00773,Dropper Assembly,packaging,SUP-0017,rolls,4489.52,INR,86,7,controlled,22,false,,active
MAT-00774,Purified Water USP,raw_chemical,SUP-0047,rolls,1991.83,GBP,220,26,ambient,21,true,28254-94-5,active
MAT-00775,Hydroxypropyl Cellulose,excipient,SUP-0177,rolls,611.96,USD,368,45,cold,35,false,30543-81-1,active
MAT-00776,Blister PVC/Alu,packaging,SUP-0144,mL,2636.55,GBP,367,80,controlled,10,false,,pending_approval
MAT-00777,Leaflet Insert A5,label,SUP-0051,rolls,4067.07,USD,411,66,ambient,8,false,,active
MAT-00778,Duloxetine HCl,active_ingredient,SUP-0084,g,2264.2,JPY,197,33,controlled,7,false,2387-92-9,active
MAT-00779,Tamper Evident Seal,label,SUP-0010,units,655.72,JPY,471,70,cold,27,true,,active
MAT-00780,Tamper Evident Seal,label,SUP-0186,g,4149.34,GBP,141,43,ambient,31,true,,discontinued
MAT-00781,Pre-filled Syringe 1ml,packaging,SUP-0077,pcs,3061.8,INR,253,85,cold,59,false,,discontinued
MAT-00782,Amoxicillin Trihydrate,active_ingredient,SUP-0036,kg,1120.46,USD,166,58,cold,16,true,25105-57-8,active
MAT-00783,Metformin HCl,active_ingredient,SUP-0029,units,4416.66,USD,485,41,cold,22,false,90217-88-6,active
MAT-00784,Croscarmellose Sodium,excipient,SUP-0033,L,2917.47,GBP,442,21,controlled,60,false,83530-67-1,discontinued
MAT-00785,Glycerin USP,raw_chemical,SUP-0126,mL,2889.63,GBP,165,64,cold,11,false,38878-20-5,discontinued
MAT-00786,Magnesium Stearate,excipient,SUP-0127,mL,3474.98,USD,109,4,controlled,19,false,50520-34-7,active
MAT-00787,Child-Resistant Cap,packaging,SUP-0136,mL,4070.07,JPY,440,43,ambient,51,false,,pending_approval
MAT-00788,Silicon Dioxide,excipient,SUP-0094,g,4570.67,INR,500,60,controlled,38,true,52505-34-1,active
MAT-00789,Barcode Label Roll,label,SUP-0166,L,3431.49,USD,76,62,cold,53,true,,active
MAT-00790,Amoxicillin Trihydrate,active_ingredient,SUP-0122,pcs,935.56,JPY,232,48,ambient,13,true,46505-65-3,active
MAT-00791,Primary Label A4,label,SUP-0113,sheets,2539.88,GBP,190,15,cold,47,false,,pending_approval
MAT-00792,Tamper Evident Seal,label,SUP-0046,mL,1470.38,JPY,142,70,controlled,37,false,,active
MAT-00793,Simvastatin,active_ingredient,SUP-0030,mL,4794.88,USD,459,7,controlled,23,true,8680-78-1,active
MAT-00794,Croscarmellose Sodium,excipient,SUP-0057,sheets,1959.84,GBP,254,29,cold,56,true,45614-91-4,pending_approval
MAT-00795,Purified Water USP,raw_chemical,SUP-0048,units,3669.54,JPY,465,82,ambient,53,false,90219-40-2,active
MAT-00796,Gabapentin,active_ingredient,SUP-0037,L,937.13,USD,342,63,ambient,27,true,23317-43-1,active
MAT-00797,Fluoxetine HCl,active_ingredient,SUP-0001,rolls,4847.72,INR,448,34,ambient,13,true,2329-82-4,active
MAT-00798,Tween 80,raw_chemical,SUP-0025,L,3775.08,USD,156,45,ambient,37,false,71577-42-7,active
MAT-00799,Glass Vial 20ml,packaging,SUP-0078,pcs,68.3,GBP,457,69,controlled,60,false,,active
MAT-00800,Pre-filled Syringe 1ml,packaging,SUP-0057,kg,739.93,EUR,183,66,cold,21,false,,active
MAT-00801,Titanium Dioxide,excipient,SUP-0164,g,969.61,USD,495,38,controlled,49,false,69112-32-4,pending_approval
MAT-00802,Pre-filled Syringe 1ml,packaging,SUP-0071,rolls,1955.44,GBP,98,8,controlled,39,false,,discontinued
MAT-00803,Fluoxetine HCl,active_ingredient,SUP-0089,sheets,3976.77,GBP,57,4,ambient,49,true,61171-97-2,discontinued
MAT-00804,Glass Vial 10ml,packaging,SUP-0017,L,1518.58,GBP,8,61,cold,19,false,,discontinued
MAT-00805,Amoxicillin Trihydrate,active_ingredient,SUP-0111,kg,2442.09,GBP,339,3,cold,22,true,45953-46-8,pending_approval
MAT-00806,Propylene Glycol,raw_chemical,SUP-0070,L,4768.45,EUR,376,28,ambient,43,true,38166-38-0,active
MAT-00807,Carton Box Large,packaging,SUP-0099,mL,4058.64,INR,205,15,ambient,25,false,,active
MAT-00808,Methanol AR Grade,raw_chemical,SUP-0149,sheets,3394.78,EUR,350,28,ambient,14,false,72701-35-4,active
MAT-00809,Gabapentin,active_ingredient,SUP-0140,units,2833.54,EUR,193,58,cold,14,false,91031-50-8,pending_approval
MAT-00810,Ampoule 5ml,packaging,SUP-0108,pcs,1771.29,INR,237,6,controlled,7,false,,active
MAT-00811,Coating Opadry Blue,excipient,SUP-0132,units,3933.27,GBP,66,82,controlled,42,false,7067-60-2,active
MAT-00812,Sertraline HCl,active_ingredient,SUP-0118,pcs,4037.5,USD,44,10,ambient,59,true,43760-86-1,active
MAT-00813,Span 60,raw_chemical,SUP-0016,pcs,3453.12,USD,380,77,controlled,38,true,92006-36-8,active
MAT-00814,Benzyl Alcohol,raw_chemical,SUP-0173,pcs,682.45,EUR,155,83,ambient,52,true,63614-89-3,active
MAT-00815,Omeprazole Magnesium,active_ingredient,SUP-0134,kg,765.53,USD,127,29,cold,36,true,66346-66-6,active
MAT-00816,Amlodipine Besylate,active_ingredient,SUP-0061,units,2023.08,JPY,134,81,controlled,34,true,56719-28-0,active
MAT-00817,Coating Opadry White,excipient,SUP-0052,mL,854.29,INR,246,40,ambient,48,true,77220-73-5,pending_approval
MAT-00818,Child-Resistant Cap,packaging,SUP-0028,sheets,1929.41,INR,214,57,cold,7,false,,active
MAT-00819,Azithromycin Dihydrate,active_ingredient,SUP-0009,sheets,55.59,JPY,228,8,ambient,14,false,94823-68-4,active
MAT-00820,HPMC Capsule Shell,excipient,SUP-0054,rolls,2503.44,GBP,463,70,ambient,38,true,22921-93-2,active
MAT-00821,Span 60,raw_chemical,SUP-0036,rolls,2297.68,GBP,402,87,ambient,31,true,84609-71-6,active
MAT-00822,Benzyl Alcohol,raw_chemical,SUP-0130,L,2880.41,JPY,133,19,controlled,26,false,76660-89-6,active
MAT-00823,Amlodipine Besylate,active_ingredient,SUP-0060,kg,4260.23,USD,341,16,ambient,49,false,42472-39-3,active
MAT-00824,Iron Oxide Yellow,excipient,SUP-0017,sheets,3779.19,USD,314,35,cold,8,true,57922-57-9,pending_approval
MAT-00825,Gabapentin,active_ingredient,SUP-0097,L,1606.14,EUR,327,76,controlled,18,true,33145-72-7,pending_approval
MAT-00826,HDPE Bottle 60cc,packaging,SUP-0112,mL,1006.36,JPY,415,27,cold,43,true,,pending_approval
MAT-00827,Lisinopril Dihydrate,active_ingredient,SUP-0002,mL,166.68,GBP,397,55,controlled,40,true,44707-33-8,active
MAT-00828,Gelatin Capsule Shell,excipient,SUP-0129,mL,2852.07,GBP,183,82,controlled,60,true,8852-66-6,pending_approval
MAT-00829,Carton Print Sheet,label,SUP-0133,g,2845.98,GBP,52,18,ambient,20,true,,discontinued
MAT-00830,Span 60,raw_chemical,SUP-0075,rolls,113.2,GBP,200,48,cold,16,false,9851-78-9,active
MAT-00831,Ethanol 96%,raw_chemical,SUP-0140,units,1996.4,USD,299,63,ambient,47,true,4280-53-6,active
MAT-00832,Lactose Monohydrate,excipient,SUP-0036,rolls,4440.2,EUR,281,45,controlled,9,true,64741-19-9,discontinued
MAT-00833,Cetirizine HCl,active_ingredient,SUP-0154,rolls,4905.29,JPY,476,13,controlled,36,true,35506-15-1,active
MAT-00834,Tamper Evident Seal,label,SUP-0123,mL,3251.86,GBP,401,32,cold,9,true,,active
MAT-00835,Propylene Glycol,raw_chemical,SUP-0005,sheets,3409.87,JPY,247,9,ambient,55,false,91202-26-6,pending_approval
MAT-00836,Primary Label A5,label,SUP-0158,L,578.36,GBP,181,27,ambient,33,true,,active
MAT-00837,Silicon Dioxide,excipient,SUP-0106,g,2943.29,JPY,291,8,cold,52,true,7505-19-0,active
MAT-00838,Serialization Label,label,SUP-0090,L,1413.34,JPY,336,34,ambient,14,false,,active
MAT-00839,Escitalopram Oxalate,active_ingredient,SUP-0053,g,382.35,INR,362,48,cold,34,false,48144-80-4,pending_approval
MAT-00840,Coating Opadry White,excipient,SUP-0129,units,1594.64,USD,28,47,ambient,51,false,36721-20-3,active
MAT-00841,Sodium Chloride,raw_chemical,SUP-0054,mL,1525.04,USD,191,21,cold,21,false,85234-68-1,active
MAT-00842,Barcode Label Roll,label,SUP-0099,kg,1351.86,GBP,424,13,cold,23,false,,active
MAT-00843,Metformin HCl,active_ingredient,SUP-0058,sheets,1923.62,EUR,195,26,controlled,33,true,86610-49-0,discontinued
MAT-00844,Child-Resistant Cap,packaging,SUP-0087,kg,4550.31,GBP,415,78,cold,54,true,,active
MAT-00845,Tween 80,raw_chemical,SUP-0187,sheets,4328.78,USD,414,16,controlled,30,false,70142-69-6,discontinued
MAT-00846,Acetone AR Grade,raw_chemical,SUP-0120,units,813.16,EUR,68,4,ambient,57,false,11261-41-8,active
MAT-00847,Glass Vial 10ml,packaging,SUP-0093,sheets,193.51,GBP,338,35,controlled,57,true,,active
MAT-00848,Dropper Assembly,packaging,SUP-0046,rolls,4180.08,INR,237,5,ambient,6,false,,active
MAT-00849,Carton Box Small,packaging,SUP-0056,pcs,3188.9,INR,30,77,cold,23,false,,active
MAT-00850,Leaflet Insert A4,label,SUP-0067,L,1290.41,INR,66,32,controlled,17,true,,discontinued
MAT-00851,Metformin HCl,active_ingredient,SUP-0048,mL,572.68,JPY,441,59,controlled,26,true,72586-39-0,pending_approval
MAT-00852,Dropper Assembly,packaging,SUP-0091,units,81.08,JPY,368,8,controlled,21,false,,active
MAT-00853,Atorvastatin Calcium,active_ingredient,SUP-0061,pcs,566.36,EUR,167,76,ambient,59,false,9407-92-6,active
MAT-00854,Sodium Lauryl Sulfate,excipient,SUP-0086,kg,1633.04,INR,460,86,ambient,36,false,81565-13-2,active
MAT-00855,Fluoxetine HCl,active_ingredient,SUP-0007,units,4651.58,USD,312,30,ambient,38,false,28213-58-9,active
MAT-00856,Magnesium Stearate,excipient,SUP-0020,sheets,3813.18,EUR,290,67,controlled,46,false,70693-25-8,active
MAT-00857,Sodium Chloride,raw_chemical,SUP-0113,pcs,3296.16,GBP,138,27,controlled,24,true,43131-41-5,active
MAT-00858,Primary Label A5,label,SUP-0178,rolls,3741.07,EUR,228,55,ambient,11,false,,discontinued
MAT-00859,Glycerin USP,raw_chemical,SUP-0124,g,4573.22,JPY,118,60,ambient,20,true,70516-41-6,pending_approval
MAT-00860,Tween 80,raw_chemical,SUP-0074,L,3027.93,GBP,161,18,cold,32,false,66244-28-9,active
MAT-00861,Microcrystalline Cellulose,excipient,SUP-0043,L,4382.09,USD,215,36,controlled,51,false,97417-22-2,active
MAT-00862,Primary Label A5,label,SUP-0034,kg,3450.39,JPY,444,70,ambient,33,false,,active
MAT-00863,Primary Label A5,label,SUP-0087,mL,3560.06,GBP,303,80,controlled,12,true,,active
MAT-00864,Carton Box Large,packaging,SUP-0116,pcs,4553.42,INR,149,64,controlled,14,true,,pending_approval
MAT-00865,Ethanol 96%,raw_chemical,SUP-0152,g,761.71,JPY,190,89,controlled,35,false,42050-66-2,discontinued
MAT-00866,Purified Water USP,raw_chemical,SUP-0060,units,4723.87,GBP,253,46,cold,42,false,37439-51-6,active
MAT-00867,Talc Powder,excipient,SUP-0111,L,210.15,JPY,143,76,controlled,26,true,45577-46-2,active
MAT-00868,HDPE Bottle 120cc,packaging,SUP-0044,units,2433.44,GBP,481,36,controlled,54,true,,active
MAT-00869,Carton Box Small,packaging,SUP-0131,L,480.33,EUR,15,79,cold,40,true,,active
MAT-00870,Leaflet Insert A4,label,SUP-0147,kg,1848.02,INR,375,59,controlled,14,false,,active
MAT-00871,Cetirizine HCl,active_ingredient,SUP-0127,g,2222.3,GBP,45,20,ambient,52,true,46412-20-3,pending_approval
MAT-00872,Ibuprofen,active_ingredient,SUP-0071,rolls,784.06,INR,323,68,controlled,55,true,92692-98-5,active
MAT-00873,Shipping Label,label,SUP-0082,g,4661.87,EUR,431,74,controlled,59,true,,pending_approval
MAT-00874,Aspirin Fine Powder,active_ingredient,SUP-0057,mL,684.8,EUR,136,63,cold,37,true,96199-73-4,active
MAT-00875,Talc Powder,excipient,SUP-0001,g,4754.19,INR,35,65,controlled,45,true,93109-32-0,active
MAT-00876,HDPE Bottle 120cc,packaging,SUP-0164,sheets,3155.32,GBP,248,70,controlled,17,false,,active
MAT-00877,Carton Box Large,packaging,SUP-0101,pcs,2451.36,JPY,183,72,ambient,24,true,,active
MAT-00878,Gabapentin,active_ingredient,SUP-0084,units,2098.26,EUR,340,57,cold,17,false,41849-94-1,active
MAT-00879,Hologram Sticker,label,SUP-0126,L,3868.52,JPY,211,90,cold,7,false,,active
MAT-00880,Tween 80,raw_chemical,SUP-0105,mL,4449.11,USD,288,44,ambient,49,false,53950-60-7,active
MAT-00881,Leaflet Insert A4,label,SUP-0125,units,4561.89,EUR,174,84,cold,25,false,,active
MAT-00882,Croscarmellose Sodium,excipient,SUP-0158,L,2680.3,JPY,169,19,controlled,40,true,94713-12-6,active
MAT-00883,Carton Box Small,packaging,SUP-0017,rolls,3834.33,USD,266,29,ambient,40,true,,active
MAT-00884,Sodium Hydroxide,raw_chemical,SUP-0075,sheets,4298.68,EUR,467,50,ambient,32,true,72526-41-0,active
MAT-00885,Clopidogrel Bisulfate,active_ingredient,SUP-0011,g,2507.75,EUR,145,41,cold,20,true,4477-44-1,active
MAT-00886,Leaflet Insert A4,label,SUP-0022,L,4091.57,USD,38,67,controlled,51,false,,active
MAT-00887,Fluoxetine HCl,active_ingredient,SUP-0101,L,478.24,EUR,426,80,ambient,56,false,55775-75-0,active
MAT-00888,Glass Vial 10ml,packaging,SUP-0168,pcs,1013.73,JPY,242,51,ambient,33,true,,active
MAT-00889,Shipping Label,label,SUP-0130,units,2417.01,EUR,196,5,ambient,52,false,,active
MAT-00890,Potassium Chloride,raw_chemical,SUP-0007,g,2261.63,INR,395,32,ambient,29,false,73863-23-4,active
MAT-00891,Hypromellose,excipient,SUP-0054,g,477.4,INR,304,34,cold,15,false,80854-70-8,pending_approval
MAT-00892,Phosphoric Acid,raw_chemical,SUP-0065,mL,295.14,INR,160,46,cold,8,false,90358-82-9,active
MAT-00893,Escitalopram Oxalate,active_ingredient,SUP-0126,units,3452.14,JPY,256,43,controlled,21,false,60522-71-8,discontinued
MAT-00894,Atorvastatin Calcium,active_ingredient,SUP-0097,g,2128.8,EUR,388,4,cold,39,true,21833-35-7,active
MAT-00895,Sertraline HCl,active_ingredient,SUP-0125,sheets,2476.18,EUR,384,73,ambient,31,true,38945-25-6,active
MAT-00896,Glass Vial 20ml,packaging,SUP-0145,rolls,3075.69,EUR,73,40,controlled,49,true,,discontinued
MAT-00897,HDPE Bottle 120cc,packaging,SUP-0085,units,2360.81,EUR,85,70,controlled,59,false,,active
MAT-00898,Ampoule 5ml,packaging,SUP-0018,sheets,896.54,USD,160,27,cold,50,true,,discontinued
MAT-00899,Barcode Label Roll,label,SUP-0120,rolls,474.03,JPY,81,11,ambient,46,true,,active
MAT-00900,Cetirizine HCl,active_ingredient,SUP-0150,mL,1373.27,GBP,189,82,ambient,22,true,10204-85-2,active
MAT-00901,Coating Opadry Blue,excipient,SUP-0027,units,892.04,EUR,409,69,controlled,47,false,43324-83-9,discontinued
MAT-00902,Blister Alu-Alu,packaging,SUP-0060,pcs,1046.93,EUR,47,81,cold,15,true,,active
MAT-00903,Metformin HCl,active_ingredient,SUP-0036,rolls,389.4,JPY,414,59,ambient,48,false,42922-48-8,active
MAT-00904,Titanium Dioxide,excipient,SUP-0181,sheets,1886.86,INR,182,42,controlled,26,true,79398-37-2,pending_approval
MAT-00905,Carton Box Small,packaging,SUP-0114,L,4199.46,INR,356,35,controlled,13,false,,pending_approval
MAT-00906,Glass Vial 20ml,packaging,SUP-0120,L,126.97,GBP,373,57,cold,45,true,,active
MAT-00907,Blister Alu-Alu,packaging,SUP-0051,L,4666.0,INR,185,70,cold,6,false,,active
MAT-00908,Sertraline HCl,active_ingredient,SUP-0004,rolls,4579.08,JPY,140,7,controlled,23,false,52255-15-4,active
MAT-00909,Clopidogrel Bisulfate,active_ingredient,SUP-0156,kg,4316.0,INR,252,25,ambient,53,true,5056-57-0,discontinued
MAT-00910,Povidone K30,excipient,SUP-0022,L,4354.63,INR,428,18,cold,34,true,41237-22-8,active
MAT-00911,Hydroxypropyl Cellulose,excipient,SUP-0182,kg,1663.66,EUR,464,78,controlled,29,true,87146-61-6,pending_approval
MAT-00912,Sertraline HCl,active_ingredient,SUP-0038,g,965.1,GBP,43,25,ambient,8,false,79811-35-8,active
MAT-00913,Coating Opadry White,excipient,SUP-0090,kg,1556.17,USD,175,62,controlled,59,true,74261-69-1,active
MAT-00914,Amlodipine Besylate,active_ingredient,SUP-0082,L,3647.89,JPY,321,5,cold,56,true,28561-91-5,active
MAT-00915,Losartan Potassium,active_ingredient,SUP-0192,mL,1539.26,EUR,159,9,ambient,51,false,23381-45-2,discontinued
MAT-00916,HDPE Bottle 120cc,packaging,SUP-0070,sheets,1130.19,EUR,91,40,ambient,50,false,,active
MAT-00917,Paracetamol DC,active_ingredient,SUP-0090,pcs,1776.09,JPY,231,83,controlled,59,true,4864-84-6,active
MAT-00918,Acetone AR Grade,raw_chemical,SUP-0089,mL,4968.78,GBP,107,46,controlled,38,false,11945-75-3,active
MAT-00919,Croscarmellose Sodium,excipient,SUP-0133,pcs,1304.6,EUR,244,20,ambient,43,false,48845-82-6,pending_approval
MAT-00920,Purified Water USP,raw_chemical,SUP-0162,kg,1612.2,GBP,446,4,cold,32,false,43921-53-1,active
MAT-00921,Carton Box Small,packaging,SUP-0048,units,814.15,USD,225,81,ambient,43,false,,pending_approval
MAT-00922,Leaflet Insert A4,label,SUP-0186,pcs,4170.57,GBP,308,46,ambient,49,false,,active
MAT-00923,Sertraline HCl,active_ingredient,SUP-0028,mL,3815.98,INR,219,37,controlled,31,true,21549-75-2,active
MAT-00924,Potassium Chloride,raw_chemical,SUP-0193,mL,4757.49,EUR,67,87,ambient,56,true,11898-49-2,active
MAT-00925,Primary Label A4,label,SUP-0169,sheets,827.13,EUR,103,25,ambient,25,true,,active
MAT-00926,Silicon Dioxide,excipient,SUP-0040,mL,2183.03,JPY,433,50,cold,36,true,45232-22-7,discontinued
MAT-00927,Tamper Evident Seal,label,SUP-0119,mL,4564.21,EUR,391,15,ambient,14,false,,active
MAT-00928,Tamper Evident Seal,label,SUP-0153,rolls,4490.16,INR,274,12,ambient,37,true,,active
MAT-00929,Methanol AR Grade,raw_chemical,SUP-0093,L,3839.34,GBP,257,3,controlled,44,false,10177-92-3,active
MAT-00930,Leaflet Insert A4,label,SUP-0112,mL,221.72,USD,174,52,controlled,17,false,,active
MAT-00931,Dropper Assembly,packaging,SUP-0124,units,1934.38,USD,134,56,cold,16,false,,pending_approval
