transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-708424,ACC-600124,2024-11-02 09:09:27,payment,152.21,61482.83,Payment to H&M,H&M,Clothing,online,completed,REF-328593978493
TXN-708425,ACC-601973,2024-04-16 12:25:07,withdrawal,2151.7,99665.83,Wire Transfer Out,,,branch,completed,REF-590959776422
TXN-708426,ACC-602306,2023-11-07 21:32:40,withdrawal,716.18,97875.48,ATM Withdrawal,,,mobile,reversed,REF-816401935693
TXN-708427,ACC-604510,2023-02-06 23:11:16,transfer,9207.59,23926.05,External Transfer,,,branch,failed,REF-307461452180
TXN-708428,ACC-604014,2023-05-03 06:25:28,deposit,3977.47,84827.84,Direct Deposit,,,online,completed,REF-696556460978
TXN-708429,ACC-601673,2024-12-09 21:44:37,deposit,3298.44,6817.33,Direct Deposit,,,online,completed,REF-647414112846
TXN-708430,ACC-604913,2024-01-14 22:04:32,transfer,1659.47,42859.18,ACH Transfer,,,mobile,completed,REF-056828370903
TXN-708431,ACC-601290,2025-01-01 13:00:29,withdrawal,1355.42,62208.96,Cash Withdrawal,,,branch,completed,REF-507711875255
TXN-708432,ACC-600720,2024-03-10 16:33:20,withdrawal,2490.41,85120.27,Wire Transfer Out,,,mobile,completed,REF-763461180122
TXN-708433,ACC-603139,2025-04-03 17:11:09,deposit,15730.6,94493.41,Check Deposit,,,online,completed,REF-148903834560
TXN-708434,ACC-604705,2024-07-09 19:51:50,transfer,1377.2,39988.37,Zelle Transfer,,,mobile,completed,REF-071226612146
TXN-708435,ACC-600085,2023-07-14 21:41:45,payment,3408.48,64964.49,Payment to Panera Bread,Panera Bread,Restaurants,online,completed,REF-593987702983
TXN-708436,ACC-603438,2023-01-08 06:12:37,transfer,770.77,34401.88,Internal Transfer,,,online,completed,REF-690392390143
TXN-708437,ACC-600408,2025-09-04 01:13:51,payment,6197.29,89485.35,Payment to Panera Bread,Panera Bread,Restaurants,mobile,completed,REF-152726738956
TXN-708438,ACC-604652,2024-03-03 07:01:59,deposit,13698.64,29408.1,Direct Deposit,,,atm,failed,REF-206781226987
TXN-708439,ACC-602340,2024-01-06 05:59:10,deposit,9068.93,91892.03,Direct Deposit,,,mobile,completed,REF-149166762759
TXN-708440,ACC-604628,2025-08-29 21:12:13,transfer,7463.42,29678.27,Zelle Transfer,,,atm,completed,REF-147750255995
TXN-708441,ACC-603277,2024-05-13 07:35:49,deposit,20963.26,928.95,Mobile Deposit,,,mobile,completed,REF-390721144905
TXN-708442,ACC-601532,2024-10-16 10:24:11,payment,3235.59,14799.33,Payment to Scholastic,Scholastic,Education,branch,completed,REF-168578595193
TXN-708443,ACC-600614,2025-02-22 11:17:09,deposit,6929.98,81917.22,Direct Deposit,,,mobile,completed,REF-768438030730
TXN-708444,ACC-601882,2023-10-28 07:44:57,transfer,6469.7,97169.9,Zelle Transfer,,,atm,completed,REF-383571004113
TXN-708445,ACC-601767,2024-12-29 11:58:56,deposit,13971.37,50666.95,Wire Transfer In,,,online,completed,REF-277806517326
TXN-708446,ACC-601301,2025-09-25 03:57:13,transfer,6517.37,93458.6,External Transfer,,,atm,failed,REF-809245439812
TXN-708447,ACC-602544,2023-11-05 17:37:27,transfer,5627.1,89827.65,External Transfer,,,atm,completed,REF-330794722051
TXN-708448,ACC-600120,2025-09-13 23:46:52,payment,331.88,17169.78,Payment to Udemy,Udemy,Education,mobile,completed,REF-931139510797
TXN-708449,ACC-600922,2024-07-12 15:10:59,deposit,4456.66,9141.44,Cash Deposit,,,online,completed,REF-585432697222
TXN-708450,ACC-600016,2023-04-26 09:46:12,deposit,15479.98,48280.35,Cash Deposit,,,branch,completed,REF-468656554957
TXN-708451,ACC-601215,2024-03-25 21:25:05,transfer,9036.42,8654.8,ACH Transfer,,,mobile,pending,REF-679667844035
TXN-708452,ACC-604144,2023-02-19 05:43:34,payment,7814.43,40328.34,Payment to Walmart,Walmart,Groceries,atm,completed,REF-243114693769
TXN-708453,ACC-601505,2024-08-07 02:57:05,payment,8228.17,48036.67,Payment to PG&E,PG&E,Utilities,mobile,pending,REF-790511038195
TXN-708454,ACC-602220,2025-02-09 15:17:02,transfer,7532.59,39969.55,ACH Transfer,,,online,completed,REF-482328856531
TXN-708455,ACC-602913,2023-08-25 12:12:36,withdrawal,6874.45,88320.84,ATM Withdrawal,,,online,completed,REF-937000439668
TXN-708456,ACC-602287,2025-01-20 00:21:13,deposit,4409.48,53307.83,Cash Deposit,,,mobile,completed,REF-120421368218
TXN-708457,ACC-602201,2023-03-30 00:22:48,payment,1195.74,3178.35,Payment to Pottery Barn,Pottery Barn,Home Improvement,mobile,completed,REF-405065589083
TXN-708458,ACC-602489,2023-08-07 16:37:18,deposit,228.04,13033.9,Direct Deposit,,,online,completed,REF-394583672400
TXN-708459,ACC-600013,2025-09-28 03:42:27,payment,6101.84,22326.2,Payment to Ace Hardware,Ace Hardware,Home Improvement,branch,completed,REF-006406837346
TXN-708460,ACC-600475,2023-07-25 03:33:23,withdrawal,1879.37,9554.54,Wire Transfer Out,,,online,completed,REF-705969800828
TXN-708461,ACC-600890,2024-01-31 20:48:16,transfer,3121.31,55361.63,ACH Transfer,,,mobile,completed,REF-990316565193
TXN-708462,ACC-604364,2024-08-10 16:31:37,withdrawal,9002.48,18676.99,Cash Withdrawal,,,mobile,completed,REF-376512461292
TXN-708463,ACC-600120,2023-06-14 04:11:29,withdrawal,3447.7,72585.04,Cash Withdrawal,,,online,completed,REF-175312080564
TXN-708464,ACC-600596,2023-02-18 14:27:31,payment,8845.6,74026.44,Payment to Adobe,Adobe,Subscription Services,online,completed,REF-990818400118
TXN-708465,ACC-602541,2023-06-28 22:48:01,deposit,8703.3,63993.75,Mobile Deposit,,,atm,completed,REF-461146210358
TXN-708466,ACC-602674,2023-09-21 00:32:36,deposit,5167.33,33573.62,Wire Transfer In,,,branch,completed,REF-396048578963
TXN-708467,ACC-604052,2023-05-19 14:17:14,withdrawal,4410.21,56523.79,Cash Withdrawal,,,branch,completed,REF-306519193903
TXN-708468,ACC-604392,2023-03-02 18:56:28,payment,2875.16,37477.41,Payment to Dell,Dell,Electronics,online,completed,REF-231000937323
TXN-708469,ACC-602262,2025-01-19 23:32:34,payment,1004.67,22787.93,Payment to Whole Foods,Whole Foods,Groceries,mobile,completed,REF-405091631266
TXN-708470,ACC-601092,2025-01-07 09:46:44,withdrawal,3925.62,4554.02,ATM Withdrawal,,,mobile,failed,REF-148164959447
TXN-708471,ACC-602873,2023-07-07 14:01:03,payment,5337.05,89235.67,Payment to Chevron,Chevron,Gas Stations,branch,completed,REF-575760075033
TXN-708472,ACC-603993,2023-08-16 13:34:29,payment,312.11,86058.9,Payment to Best Buy,Best Buy,Electronics,online,completed,REF-722655136974
TXN-708473,ACC-600771,2023-07-12 19:56:03,payment,6723.97,66762.66,Payment to Netflix,Netflix,Entertainment,online,completed,REF-888145691429
TXN-708474,ACC-601177,2024-01-23 08:11:58,withdrawal,4348.89,2498.84,Cash Withdrawal,,,atm,completed,REF-517277990899
TXN-708475,ACC-604697,2024-03-16 20:03:21,transfer,4334.94,36087.15,Zelle Transfer,,,atm,completed,REF-706517067964
TXN-708476,ACC-602467,2023-03-28 00:53:54,withdrawal,5084.18,5048.2,Wire Transfer Out,,,online,completed,REF-364465392191
TXN-708477,ACC-601500,2025-10-12 14:18:25,payment,3771.61,89941.03,Payment to Microsoft 365,Microsoft 365,Subscription Services,mobile,completed,REF-428031104973
TXN-708478,ACC-603585,2024-02-28 10:04:53,payment,1265.0,31523.6,Payment to Shopify Store,Shopify Store,Online Shopping,online,completed,REF-106009271929
TXN-708479,ACC-603552,2025-09-07 01:47:32,deposit,3870.93,43420.83,Check Deposit,,,branch,completed,REF-511922224171
TXN-708480,ACC-601711,2025-05-12 16:55:29,withdrawal,1557.33,96054.89,Cash Withdrawal,,,mobile,completed,REF-599186765383
TXN-708481,ACC-602041,2025-09-01 15:50:11,transfer,496.75,90577.8,ACH Transfer,,,online,completed,REF-132239533156
TXN-708482,ACC-600724,2024-06-09 00:22:05,payment,7145.65,49190.45,Payment to Kindle Unlimited,Kindle Unlimited,Subscription Services,mobile,completed,REF-240815409340
TXN-708483,ACC-603506,2023-07-08 05:36:37,payment,3624.18,45270.2,Payment to Chipotle,Chipotle,Restaurants,atm,completed,REF-097538344815
TXN-708484,ACC-604972,2024-10-03 20:15:05,transfer,5511.81,3654.3,Zelle Transfer,,,atm,completed,REF-295657116255
TXN-708485,ACC-600378,2024-12-19 15:45:45,deposit,15491.45,74978.57,Mobile Deposit,,,mobile,completed,REF-579845760688
TXN-708486,ACC-604234,2023-12-05 03:40:21,deposit,6853.06,44294.8,Direct Deposit,,,online,completed,REF-358997684526
TXN-708487,ACC-602049,2024-07-26 02:47:53,payment,5141.3,70299.09,Payment to State Farm,State Farm,Insurance,mobile,completed,REF-609733519058
TXN-708488,ACC-601111,2025-09-19 23:38:12,withdrawal,8173.29,79643.01,Cash Withdrawal,,,online,completed,REF-320326990768
TXN-708489,ACC-603288,2024-01-03 15:52:04,deposit,15444.01,90567.88,Check Deposit,,,mobile,completed,REF-633777477441
TXN-708490,ACC-600863,2024-11-17 11:55:39,withdrawal,165.09,32117.82,Wire Transfer Out,,,online,completed,REF-563905624833
TXN-708491,ACC-604360,2023-11-08 19:35:27,transfer,3952.99,7659.63,Internal Transfer,,,atm,completed,REF-190211780966
TXN-708492,ACC-602917,2025-05-23 07:17:27,transfer,2945.44,38488.53,External Transfer,,,branch,completed,REF-073301650474
TXN-708493,ACC-601063,2024-12-16 08:28:43,payment,4232.26,16950.17,Payment to AutoZone,AutoZone,Automotive,mobile,pending,REF-613992452403
TXN-708494,ACC-602475,2023-12-22 08:23:19,transfer,2809.85,84519.39,ACH Transfer,,,mobile,completed,REF-395088740079
TXN-708495,ACC-601033,2025-01-14 17:47:15,withdrawal,2928.01,8494.89,Wire Transfer Out,,,mobile,completed,REF-448611554684
TXN-708496,ACC-601304,2025-02-03 15:53:27,withdrawal,8023.45,20772.33,Cash Withdrawal,,,atm,completed,REF-528544622810
TXN-708497,ACC-602919,2023-03-18 22:19:19,withdrawal,2506.68,35353.51,Cash Withdrawal,,,online,completed,REF-043777757684
TXN-708498,ACC-600740,2025-04-29 11:19:56,payment,3846.53,76072.71,Payment to Grammarly,Grammarly,Subscription Services,branch,completed,REF-612803232407
TXN-708499,ACC-601097,2025-01-07 07:54:51,payment,9518.68,62386.33,Payment to Old Navy,Old Navy,Clothing,online,completed,REF-967159116072
TXN-708500,ACC-600509,2025-06-27 20:59:52,deposit,21678.01,1310.53,Mobile Deposit,,,online,completed,REF-431581520132
TXN-708501,ACC-603432,2023-12-04 22:37:16,withdrawal,9056.06,27407.7,Cash Withdrawal,,,atm,completed,REF-132493582806
TXN-708502,ACC-601152,2025-04-25 13:05:58,deposit,7201.87,26668.73,Wire Transfer In,,,online,completed,REF-440880904948
TXN-708503,ACC-604411,2024-10-18 13:00:59,withdrawal,7366.89,55504.5,Wire Transfer Out,,,online,completed,REF-994193673731
TXN-708504,ACC-603835,2025-03-25 19:40:25,payment,8822.43,59123.46,Payment to Marriott,Marriott,Travel,mobile,completed,REF-502431105187
TXN-708505,ACC-600037,2023-10-02 18:52:39,payment,4735.6,68672.83,Payment to Cigna,Cigna,Healthcare,mobile,completed,REF-389248361179
TXN-708506,ACC-604152,2025-03-04 23:23:46,withdrawal,4169.59,57902.18,Cash Withdrawal,,,atm,pending,REF-745799953442
TXN-708507,ACC-601568,2025-06-10 17:39:47,deposit,12828.54,25999.24,Cash Deposit,,,branch,completed,REF-076687618704
TXN-708508,ACC-601448,2023-08-31 00:46:48,transfer,406.06,98378.15,Zelle Transfer,,,mobile,completed,REF-604378561280
TXN-708509,ACC-601820,2024-04-18 17:23:40,transfer,641.24,81736.31,External Transfer,,,branch,completed,REF-959374780929
TXN-708510,ACC-600934,2025-06-11 07:54:59,deposit,2739.39,94126.09,Direct Deposit,,,online,completed,REF-607557418819
TXN-708511,ACC-601037,2024-02-17 19:16:56,withdrawal,1356.47,28826.23,Wire Transfer Out,,,branch,completed,REF-846713803550
TXN-708512,ACC-604940,2024-06-09 13:41:23,deposit,1535.29,24284.25,Direct Deposit,,,atm,completed,REF-395358687586
TXN-708513,ACC-601533,2023-03-20 07:32:40,payment,8207.65,64175.76,Payment to ExxonMobil,ExxonMobil,Gas Stations,online,completed,REF-285606044803
TXN-708514,ACC-602799,2025-10-09 18:13:03,withdrawal,8954.06,15982.75,ATM Withdrawal,,,mobile,completed,REF-049251570111
TXN-708515,ACC-604904,2024-08-12 17:16:13,payment,7859.46,73257.16,Payment to Airbnb,Airbnb,Travel,atm,pending,REF-463547464930
TXN-708516,ACC-604877,2023-04-14 05:10:34,payment,5945.94,15731.95,Payment to Subway,Subway,Restaurants,branch,completed,REF-846624369697
TXN-708517,ACC-604474,2023-07-16 19:44:17,transfer,1290.1,68079.04,ACH Transfer,,,atm,completed,REF-408902054936
TXN-708518,ACC-603636,2025-08-17 04:57:09,deposit,11170.44,30453.17,Mobile Deposit,,,mobile,failed,REF-471373372488
TXN-708519,ACC-603857,2023-08-18 19:42:00,payment,7736.61,76489.68,Payment to Ace Hardware,Ace Hardware,Home Improvement,atm,completed,REF-394481617112
TXN-708520,ACC-602573,2023-08-23 09:07:04,withdrawal,8689.63,21520.21,Cash Withdrawal,,,mobile,completed,REF-099560380223
TXN-708521,ACC-603716,2023-03-20 09:40:12,payment,3146.79,71897.04,Payment to Verizon,Verizon,Utilities,mobile,completed,REF-112753051118
TXN-708522,ACC-601915,2025-09-21 09:45:11,deposit,10456.57,81442.29,Cash Deposit,,,atm,completed,REF-122980127454
TXN-708523,ACC-604808,2024-12-04 23:53:39,transfer,6492.11,78500.86,Internal Transfer,,,branch,pending,REF-016488530533
TXN-708524,ACC-600113,2023-12-04 00:09:04,payment,2446.54,32952.43,Payment to Netflix,Netflix,Entertainment,branch,completed,REF-208158576112
TXN-708525,ACC-602947,2025-12-07 06:52:33,fee,39.68,86234.84,Overdraft Fee,,,atm,completed,REF-418072075829
TXN-708526,ACC-601813,2025-11-01 11:06:14,transfer,412.76,24317.03,Zelle Transfer,,,atm,completed,REF-667787624855
TXN-708527,ACC-600043,2023-04-20 23:26:52,payment,6573.35,35456.87,Payment to TJ Maxx,TJ Maxx,Clothing,online,completed,REF-473350521089
TXN-708528,ACC-601893,2024-07-14 15:44:36,fee,38.77,88678.96,Monthly Maintenance Fee,,,atm,completed,REF-716767417186
TXN-708529,ACC-603691,2023-02-06 13:59:57,withdrawal,5948.94,50186.8,ATM Withdrawal,,,atm,completed,REF-352701616211
TXN-708530,ACC-603550,2025-12-07 07:02:00,transfer,2260.36,30390.2,ACH Transfer,,,mobile,completed,REF-213402760369
TXN-708531,ACC-601329,2025-12-04 19:07:47,transfer,9156.81,72393.4,Zelle Transfer,,,branch,completed,REF-060086191968
TXN-708532,ACC-600764,2025-09-05 17:44:52,deposit,10870.93,90248.39,Mobile Deposit,,,online,completed,REF-024983837466
TXN-708533,ACC-604673,2024-08-12 20:13:14,deposit,17219.61,87361.45,Mobile Deposit,,,atm,completed,REF-182102659656
TXN-708534,ACC-603440,2025-07-14 07:53:43,payment,4758.86,35574.47,Payment to Samsung,Samsung,Electronics,mobile,failed,REF-286905273028
TXN-708535,ACC-603414,2025-01-20 21:34:11,fee,46.96,88315.74,Wire Transfer Fee,,,online,pending,REF-767300049961
TXN-708536,ACC-602457,2023-03-02 00:00:22,withdrawal,7145.81,29571.56,ATM Withdrawal,,,online,completed,REF-812378244809
TXN-708537,ACC-600397,2025-07-07 06:43:53,fee,6.26,16009.94,Foreign Transaction Fee,,,atm,failed,REF-874271380062
TXN-708538,ACC-601388,2025-07-30 00:52:06,withdrawal,4886.7,97619.12,Wire Transfer Out,,,mobile,completed,REF-451952778800
TXN-708539,ACC-602580,2023-09-22 23:42:37,payment,4525.43,19071.95,Payment to McDonalds,McDonalds,Restaurants,online,completed,REF-798457701208
TXN-708540,ACC-601947,2025-05-27 10:38:17,deposit,18983.23,83713.26,Mobile Deposit,,,online,pending,REF-208852033041
TXN-708541,ACC-604210,2024-11-27 07:24:45,withdrawal,4548.0,54357.41,Wire Transfer Out,,,atm,completed,REF-414502474046
TXN-708542,ACC-601547,2023-06-03 20:07:58,withdrawal,1287.47,91854.15,ATM Withdrawal,,,online,completed,REF-774839376613
TXN-708543,ACC-603525,2023-07-30 15:59:26,payment,6764.74,16673.33,Payment to Aetna,Aetna,Healthcare,mobile,completed,REF-654828089773
TXN-708544,ACC-603395,2023-12-30 10:11:43,deposit,16892.5,46916.3,Wire Transfer In,,,atm,completed,REF-517526236311
TXN-708545,ACC-600814,2025-08-19 04:58:08,payment,2904.69,19488.03,Payment to H&M,H&M,Clothing,atm,completed,REF-840749264991
TXN-708546,ACC-602911,2025-12-15 21:26:35,payment,8451.57,38226.15,Payment to Enterprise,Enterprise,Travel,mobile,completed,REF-429728003273
TXN-708547,ACC-602104,2025-05-19 03:35:26,withdrawal,4750.47,59390.85,ATM Withdrawal,,,mobile,completed,REF-959240360947
TXN-708548,ACC-601028,2023-06-23 01:39:34,deposit,21852.14,69229.38,Direct Deposit,,,mobile,completed,REF-274558632187
TXN-708549,ACC-603850,2024-08-02 19:39:31,deposit,7992.19,95858.16,Cash Deposit,,,branch,completed,REF-950133732718
TXN-708550,ACC-604698,2023-07-13 16:57:30,transfer,5115.08,87158.8,Zelle Transfer,,,branch,completed,REF-001324645104
TXN-708551,ACC-600153,2025-06-12 02:26:57,transfer,4124.54,80132.99,Zelle Transfer,,,online,pending,REF-377011683349
TXN-708552,ACC-603570,2024-05-08 01:14:09,deposit,7592.8,63392.24,Mobile Deposit,,,mobile,completed,REF-988053360192
TXN-708553,ACC-601228,2025-09-12 13:06:01,transfer,3187.55,4834.49,ACH Transfer,,,atm,completed,REF-438692810333
TXN-708554,ACC-603200,2025-07-13 14:25:26,payment,3993.39,25783.62,Payment to Quest Diagnostics,Quest Diagnostics,Healthcare,branch,completed,REF-229227506777
TXN-708555,ACC-600316,2025-09-02 16:52:10,transfer,1162.29,18664.21,Internal Transfer,,,atm,completed,REF-246818895119
TXN-708556,ACC-603914,2023-03-04 14:02:36,payment,9451.8,8593.08,Payment to eBay,eBay,Online Shopping,mobile,completed,REF-875266494703
TXN-708557,ACC-601710,2023-11-20 17:01:11,payment,1555.6,97692.82,Payment to Coursera,Coursera,Education,atm,completed,REF-130147093038
TXN-708558,ACC-604128,2023-10-28 20:57:19,withdrawal,7598.69,13911.98,ATM Withdrawal,,,online,pending,REF-393606540679
TXN-708559,ACC-602812,2025-02-13 14:49:51,transfer,4794.94,98645.43,ACH Transfer,,,online,completed,REF-491729888508
TXN-708560,ACC-600841,2024-07-10 15:33:37,payment,5988.71,6804.81,Payment to Lowes,Lowes,Home Improvement,atm,completed,REF-587446679846
TXN-708561,ACC-601953,2024-07-17 00:40:34,deposit,2159.21,69661.63,Direct Deposit,,,atm,completed,REF-761554172777
TXN-708562,ACC-603446,2025-04-07 17:25:22,payment,5809.32,57352.62,Payment to Zoom,Zoom,Subscription Services,online,pending,REF-133608739291
TXN-708563,ACC-602529,2025-04-17 11:29:55,deposit,79.72,73000.82,Wire Transfer In,,,branch,completed,REF-082795078045
TXN-708564,ACC-602510,2023-10-19 16:08:53,deposit,6441.17,66797.94,Direct Deposit,,,mobile,completed,REF-771223112500
TXN-708565,ACC-602393,2024-06-11 19:27:17,payment,6344.51,35810.45,Payment to B&H Photo,B&H Photo,Electronics,online,completed,REF-926375105775
TXN-708566,ACC-601065,2025-10-11 11:15:43,transfer,3470.23,62118.68,Internal Transfer,,,mobile,completed,REF-287271540265
TXN-708567,ACC-603349,2023-12-20 04:31:08,withdrawal,4229.49,61072.92,Cash Withdrawal,,,branch,completed,REF-145039232698
TXN-708568,ACC-604997,2023-07-04 07:57:05,transfer,2903.71,74233.44,External Transfer,,,atm,completed,REF-983218294826
TXN-708569,ACC-604808,2023-04-01 13:05:17,deposit,20033.4,12224.19,Direct Deposit,,,mobile,pending,REF-958143357162
TXN-708570,ACC-603831,2023-09-11 22:34:32,transfer,1211.88,65153.72,Zelle Transfer,,,online,completed,REF-065838862768
TXN-708571,ACC-601225,2024-09-26 11:06:39,transfer,402.35,22568.87,Zelle Transfer,,,online,completed,REF-847385382082
TXN-708572,ACC-603868,2023-05-30 13:58:36,transfer,9630.69,61934.0,Zelle Transfer,,,mobile,completed,REF-981192252523
TXN-708573,ACC-603982,2023-02-19 02:04:00,withdrawal,8538.72,22111.98,Cash Withdrawal,,,atm,completed,REF-135928922659
TXN-708574,ACC-601834,2024-02-10 12:43:05,deposit,6259.79,97098.76,Direct Deposit,,,branch,reversed,REF-949967364110
TXN-708575,ACC-603142,2024-03-03 23:35:27,payment,5293.68,81378.88,Payment to Kaiser,Kaiser,Healthcare,mobile,completed,REF-857256924938
TXN-708576,ACC-601322,2023-05-19 07:05:45,transfer,6320.0,55452.98,Internal Transfer,,,mobile,completed,REF-904316569072
TXN-708577,ACC-604463,2023-10-28 06:46:26,deposit,14368.22,57371.22,Mobile Deposit,,,online,completed,REF-599131008642
TXN-708578,ACC-600772,2025-09-27 09:01:47,payment,6031.77,72251.74,Payment to eBay,eBay,Online Shopping,atm,completed,REF-354852283008
TXN-708579,ACC-600880,2024-05-27 20:36:23,transfer,6726.47,57702.16,External Transfer,,,mobile,failed,REF-157689948156
TXN-708580,ACC-603200,2024-01-18 19:07:43,payment,9631.13,64218.89,Payment to Newegg,Newegg,Electronics,online,completed,REF-463714197151
TXN-708581,ACC-601437,2023-03-01 20:49:54,transfer,7369.81,18644.96,Zelle Transfer,,,online,completed,REF-957881456753
TXN-708582,ACC-602715,2025-01-23 17:09:47,transfer,8184.98,28457.56,ACH Transfer,,,online,completed,REF-668397697621
TXN-708583,ACC-602689,2024-09-18 11:19:31,withdrawal,2679.82,75679.94,Wire Transfer Out,,,mobile,completed,REF-913726691542
TXN-708584,ACC-601781,2025-03-01 13:50:54,payment,1181.66,92575.79,Payment to Macys,Macys,Clothing,online,completed,REF-645811083770
TXN-708585,ACC-601941,2023-06-07 19:09:04,payment,3924.67,4232.66,Payment to Panera Bread,Panera Bread,Restaurants,online,completed,REF-949154216930
TXN-708586,ACC-603360,2025-07-01 07:50:09,deposit,20480.15,21027.36,Mobile Deposit,,,online,completed,REF-526458002232
TXN-708587,ACC-601693,2024-11-29 09:06:48,transfer,2860.56,9418.17,External Transfer,,,online,completed,REF-676796335450
TXN-708588,ACC-602483,2023-11-15 13:38:56,payment,6878.43,17887.84,Payment to Jiffy Lube,Jiffy Lube,Automotive,mobile,completed,REF-669381755390
TXN-708589,ACC-604732,2024-03-09 10:12:54,deposit,19976.5,47897.53,Check Deposit,,,atm,pending,REF-832474223300
TXN-708590,ACC-602631,2024-03-31 16:10:47,payment,4551.1,26269.71,Payment to Ace Hardware,Ace Hardware,Home Improvement,online,completed,REF-211323263495
TXN-708591,ACC-603912,2023-06-07 12:37:02,transfer,583.69,4143.3,External Transfer,,,online,completed,REF-489454212911
TXN-708592,ACC-603833,2023-11-27 09:57:59,deposit,18801.93,44709.27,Check Deposit,,,mobile,completed,REF-117685133493
TXN-708593,ACC-601399,2024-10-29 19:17:12,payment,7514.52,66034.5,Payment to Kindle Unlimited,Kindle Unlimited,Subscription Services,mobile,failed,REF-509454848290
TXN-708594,ACC-604225,2025-02-02 07:37:46,deposit,18140.38,95880.79,Wire Transfer In,,,mobile,completed,REF-269328889417
TXN-708595,ACC-604843,2025-11-10 04:56:01,payment,4371.3,20518.25,Payment to Wayfair,Wayfair,Online Shopping,online,completed,REF-544073022353
TXN-708596,ACC-603926,2023-12-30 13:28:54,withdrawal,4690.29,50266.04,Cash Withdrawal,,,online,completed,REF-497889952445
TXN-708597,ACC-602159,2023-09-02 16:55:16,deposit,6978.38,51630.74,Direct Deposit,,,atm,pending,REF-705853015796
TXN-708598,ACC-603556,2024-09-20 22:44:13,payment,3523.49,80630.9,Payment to Hilton,Hilton,Travel,atm,completed,REF-478988775028
TXN-708599,ACC-600509,2023-05-02 12:29:33,fee,13.73,34370.91,Wire Transfer Fee,,,mobile,completed,REF-562908093279
TXN-708600,ACC-604140,2025-01-11 21:42:26,withdrawal,7665.95,66934.82,ATM Withdrawal,,,mobile,completed,REF-049651078876
TXN-708601,ACC-603549,2024-05-19 05:51:27,transfer,5023.28,75835.11,Zelle Transfer,,,mobile,completed,REF-025823767089
TXN-708602,ACC-603912,2025-05-03 19:21:24,fee,7.61,65051.82,Foreign Transaction Fee,,,online,completed,REF-257022655081
TXN-708603,ACC-603211,2023-12-07 07:59:29,deposit,13165.99,58510.57,Check Deposit,,,online,completed,REF-117718011508
TXN-708604,ACC-604784,2024-11-24 11:21:38,payment,5397.0,61378.01,Payment to Pearson,Pearson,Education,online,completed,REF-217468793027
TXN-708605,ACC-601351,2025-10-20 22:24:08,withdrawal,9251.36,52686.14,ATM Withdrawal,,,online,completed,REF-384685300292
TXN-708606,ACC-602983,2023-07-12 22:09:01,transfer,438.15,1621.53,Internal Transfer,,,mobile,completed,REF-912054467840
TXN-708607,ACC-604948,2024-11-04 07:13:02,payment,8200.2,18981.89,Payment to University Tuition,University Tuition,Education,online,completed,REF-596157353699
TXN-708608,ACC-601653,2023-02-09 12:42:15,deposit,19340.63,97714.26,Direct Deposit,,,atm,pending,REF-394531612514
TXN-708609,ACC-603516,2025-12-03 17:11:03,deposit,1351.14,66170.26,Mobile Deposit,,,mobile,completed,REF-911014280214
TXN-708610,ACC-601676,2024-05-28 08:52:08,deposit,22010.3,82115.31,Mobile Deposit,,,online,pending,REF-526275270710
TXN-708611,ACC-600942,2023-11-21 20:27:08,deposit,15031.75,88074.52,Wire Transfer In,,,branch,completed,REF-700689115515
TXN-708612,ACC-600465,2024-01-11 21:31:57,payment,303.16,21910.68,Payment to AMC Theatres,AMC Theatres,Entertainment,online,completed,REF-248612180624
TXN-708613,ACC-600812,2023-08-05 16:06:03,transfer,1509.3,40793.49,ACH Transfer,,,online,completed,REF-611596248218
TXN-708614,ACC-600668,2025-10-29 12:47:22,payment,1548.41,47057.87,Payment to AutoZone,AutoZone,Automotive,online,completed,REF-954053532464
TXN-708615,ACC-601603,2023-11-19 15:09:06,deposit,22431.24,72551.8,Direct Deposit,,,branch,completed,REF-775910750632
TXN-708616,ACC-600034,2023-05-09 19:43:29,transfer,4651.5,47380.04,Internal Transfer,,,online,failed,REF-309712870826
TXN-708617,ACC-601093,2023-07-26 10:38:32,withdrawal,2891.07,55722.58,ATM Withdrawal,,,online,completed,REF-405388458555
TXN-708618,ACC-601133,2025-10-02 02:52:46,withdrawal,8033.12,50984.41,Wire Transfer Out,,,mobile,failed,REF-736920861705
TXN-708619,ACC-603315,2025-07-11 06:26:18,transfer,455.25,46829.81,Internal Transfer,,,mobile,completed,REF-627724368668
TXN-708620,ACC-603649,2025-04-21 00:56:10,fee,35.94,43789.02,Overdraft Fee,,,mobile,completed,REF-524285767800
TXN-708621,ACC-600268,2025-06-18 19:34:00,payment,6624.67,29065.62,Payment to Delta Airlines,Delta Airlines,Travel,branch,completed,REF-778095029825
TXN-708622,ACC-601838,2024-02-25 22:44:01,payment,9208.48,30023.06,Payment to Delta Airlines,Delta Airlines,Travel,mobile,completed,REF-642060370016
TXN-708623,ACC-604137,2024-10-24 04:19:03,fee,6.4,62613.62,Overdraft Fee,,,branch,completed,REF-832596612640
TXN-708624,ACC-600441,2023-02-14 11:17:31,withdrawal,4251.6,83680.42,Cash Withdrawal,,,online,completed,REF-109387550831
TXN-708625,ACC-602478,2023-05-13 04:22:52,payment,1990.01,64857.89,Payment to B&H Photo,B&H Photo,Electronics,branch,completed,REF-436280447551
