batch_id,product_id,product_name,batch_number,manufacturing_date,expiry_date,quantity_produced,quantity_approved,quantity_rejected,unit_of_measure,facility_id,production_line,status,batch_cost,created_at
BAT-002242,PRD-0006,Lisinopril 10mg,BN-202306-8638,2023-06-28,2024-07-13,62588,61640,948,tablets,FAC-008,PL-08,approved,23976.01,2023-06-29 20:46:44
BAT-002243,PRD-0050,Valsartan 80mg,BN-202303-4672,2023-03-15,2026-02-21,150561,58499,92062,tablets,FAC-015,PL-08,rejected,20623.27,2023-03-16 01:31:04
BAT-002244,PRD-0043,Bevacizumab 400mg,BN-202410-5200,2024-10-19,2027-04-14,297901,293946,3955,tablets,FAC-007,PL-21,approved,116481.91,2024-10-20 00:58:24
BAT-002245,PRD-0015,Hydrochlorothiazide 25mg,BN-202503-9195,2025-03-08,2026-06-19,421897,414651,7246,vials,FAC-009,PL-13,approved,126301.39,2025-03-09 00:55:23
BAT-002246,PRD-0019,Escitalopram 10mg,BN-202412-2985,2024-12-26,2026-01-17,149116,144796,4320,capsules,FAC-007,PL-02,recalled,14440.06,2024-12-27 19:20:53
BAT-002247,PRD-0050,Valsartan 80mg,BN-202403-5330,2024-03-24,2025-11-29,72250,71908,342,syringes,FAC-013,PL-27,qa_review,56052.04,2024-03-25 09:47:28
BAT-002248,PRD-0008,Losartan 50mg,BN-202309-8776,2023-09-15,2026-01-01,193520,193190,330,tablets,FAC-001,PL-08,approved,41048.47,2023-09-17 04:50:03
BAT-002249,PRD-0018,Montelukast 10mg,BN-202311-8684,2023-11-04,2025-04-10,186650,183349,3301,bottles,FAC-001,PL-27,approved,119195.17,2023-11-06 03:54:29
BAT-002250,PRD-0022,Duloxetine 30mg,BN-202311-3536,2023-11-23,2025-12-16,73389,73202,187,ampoules,FAC-004,PL-03,approved,123332.04,2023-11-23 21:48:21
BAT-002251,PRD-0007,Amlodipine 5mg,BN-202509-3252,2025-09-16,2026-11-23,60529,60474,55,tablets,FAC-013,PL-01,approved,73575.63,2025-09-17 04:36:52
BAT-002252,PRD-0048,Methylprednisolone 16mg,BN-202409-1541,2024-09-16,2027-07-13,306690,305826,864,syringes,FAC-005,PL-06,qa_review,11770.41,2024-09-18 08:03:56
BAT-002253,PRD-0020,Sertraline 50mg,BN-202402-8171,2024-02-16,2025-08-01,340072,326184,13888,ampoules,FAC-012,PL-27,recalled,30424.87,2024-02-17 00:39:11
BAT-002254,PRD-0043,Bevacizumab 400mg,BN-202307-3026,2023-07-31,2025-06-18,407299,406317,982,mL,FAC-004,PL-22,approved,47244.18,2023-08-02 01:46:19
BAT-002255,PRD-0037,Insulin Glargine 100U,BN-202508-7768,2025-08-07,2027-06-21,142628,109798,32830,capsules,FAC-018,PL-09,rejected,127727.27,2025-08-08 05:49:09
BAT-002256,PRD-0021,Fluoxetine 20mg,BN-202311-9770,2023-11-22,2026-02-13,401130,390752,10378,vials,FAC-013,PL-17,recalled,19524.23,2023-11-24 10:28:28
BAT-002257,PRD-0040,Rituximab 500mg,BN-202407-6094,2024-07-26,2025-09-25,280895,276477,4418,tablets,FAC-006,PL-26,in_production,29129.83,2024-07-27 08:46:22
BAT-002258,PRD-0023,Tramadol 50mg,BN-202505-6698,2025-05-12,2027-05-26,311987,298463,13524,tablets,FAC-007,PL-22,qa_review,110653.04,2025-05-14 02:52:56
BAT-002259,PRD-0022,Duloxetine 30mg,BN-202509-6506,2025-09-28,2027-03-22,267329,267082,247,tablets,FAC-016,PL-11,approved,7312.89,2025-09-30 01:21:27
BAT-002260,PRD-0046,Etanercept 50mg,BN-202510-8390,2025-10-31,2028-04-03,47153,46451,702,ampoules,FAC-012,PL-09,approved,118360.2,2025-10-31 20:19:58
BAT-002261,PRD-0009,Simvastatin 40mg,BN-202407-9066,2024-07-10,2026-01-11,148062,9168,138894,kg,FAC-016,PL-09,rejected,43148.5,2024-07-11 01:59:58
BAT-002262,PRD-0037,Insulin Glargine 100U,BN-202408-1555,2024-08-29,2026-05-26,417454,413436,4018,bottles,FAC-014,PL-10,approved,121106.51,2024-08-29 19:34:45
BAT-002263,PRD-0028,Ranitidine 150mg,BN-202301-3223,2023-01-14,2025-02-12,298952,294766,4186,mL,FAC-010,PL-18,approved,65441.34,2023-01-16 12:41:57
BAT-002264,PRD-0043,Bevacizumab 400mg,BN-202412-9140,2024-12-11,2026-12-18,423695,420289,3406,kg,FAC-019,PL-08,approved,117881.02,2024-12-13 03:53:03
BAT-002265,PRD-0023,Tramadol 50mg,BN-202510-1339,2025-10-09,2027-08-02,343477,331031,12446,capsules,FAC-005,PL-04,recalled,3809.83,2025-10-09 21:55:54
BAT-002266,PRD-0002,Ibuprofen 200mg,BN-202412-6803,2024-12-27,2026-06-05,451734,447585,4149,ampoules,FAC-020,PL-14,approved,7006.75,2024-12-28 20:25:05
BAT-002267,PRD-0004,Atorvastatin 20mg,BN-202506-3315,2025-06-09,2028-02-28,448969,441677,7292,bottles,FAC-015,PL-01,recalled,66333.85,2025-06-10 07:48:14
BAT-002268,PRD-0026,Aspirin 100mg,BN-202307-8813,2023-07-31,2025-08-03,351449,348037,3412,bottles,FAC-007,PL-04,recalled,103002.83,2023-07-31 13:16:41
BAT-002269,PRD-0014,Gabapentin 300mg,BN-202307-4786,2023-07-24,2025-08-07,31784,1565,30219,bottles,FAC-008,PL-22,rejected,95375.9,2023-07-25 22:59:29
BAT-002270,PRD-0034,Furosemide 40mg,BN-202402-6857,2024-02-06,2025-11-05,492693,477623,15070,vials,FAC-008,PL-14,qa_review,14075.4,2024-02-08 03:25:09
BAT-002271,PRD-0038,Insulin Lispro 100U,BN-202402-6507,2024-02-16,2026-09-21,218128,127487,90641,bottles,FAC-020,PL-23,rejected,112394.27,2024-02-16 23:49:43
BAT-002272,PRD-0046,Etanercept 50mg,BN-202508-2900,2025-08-26,2027-08-23,442829,434522,8307,vials,FAC-015,PL-24,approved,29360.33,2025-08-26 08:48:17
BAT-002273,PRD-0032,Propranolol 40mg,BN-202403-8199,2024-03-23,2027-02-18,382618,377909,4709,capsules,FAC-017,PL-08,recalled,20342.05,2024-03-23 15:34:23
BAT-002274,PRD-0044,Nivolumab 240mg,BN-202403-7457,2024-03-10,2025-04-03,85620,83911,1709,vials,FAC-016,PL-13,qa_review,15803.13,2024-03-11 20:55:20
BAT-002275,PRD-0018,Montelukast 10mg,BN-202302-7380,2023-02-17,2025-12-30,146108,143830,2278,syringes,FAC-012,PL-04,in_production,12574.95,2023-02-18 17:21:56
BAT-002276,PRD-0025,Paracetamol 500mg,BN-202312-6737,2023-12-26,2026-05-25,42657,42592,65,tablets,FAC-005,PL-23,in_production,130482.59,2023-12-26 20:27:03
BAT-002277,PRD-0035,Spironolactone 25mg,BN-202507-5783,2025-07-25,2027-01-06,20850,20454,396,syringes,FAC-019,PL-12,approved,25871.37,2025-07-27 07:14:10
BAT-002278,PRD-0046,Etanercept 50mg,BN-202307-8889,2023-07-29,2025-10-23,409862,401828,8034,bottles,FAC-006,PL-07,approved,93930.05,2023-07-30 07:53:45
BAT-002279,PRD-0045,Infliximab 100mg,BN-202402-8484,2024-02-16,2025-09-25,478444,470933,7511,ampoules,FAC-005,PL-23,recalled,66349.66,2024-02-17 05:43:16
BAT-002280,PRD-0039,Adalimumab 40mg,BN-202410-2961,2024-10-11,2027-05-26,99097,96274,2823,tablets,FAC-001,PL-05,in_production,57213.64,2024-10-13 00:46:02
BAT-002281,PRD-0029,Doxycycline 100mg,BN-202309-5118,2023-09-14,2024-11-21,135983,130839,5144,mL,FAC-019,PL-22,qa_review,118200.96,2023-09-15 10:38:35
BAT-002282,PRD-0014,Gabapentin 300mg,BN-202502-5073,2025-02-10,2026-04-20,190368,188417,1951,capsules,FAC-001,PL-12,approved,27636.52,2025-02-12 03:00:08
BAT-002283,PRD-0037,Insulin Glargine 100U,BN-202505-4636,2025-05-19,2026-12-04,35337,34873,464,tablets,FAC-019,PL-12,approved,8235.07,2025-05-20 17:08:46
BAT-002284,PRD-0014,Gabapentin 300mg,BN-202312-2727,2023-12-28,2026-04-19,236558,232827,3731,vials,FAC-020,PL-16,recalled,148341.15,2023-12-29 14:35:19
BAT-002285,PRD-0006,Lisinopril 10mg,BN-202404-8436,2024-04-28,2026-10-09,179197,176578,2619,syringes,FAC-020,PL-21,in_production,124503.74,2024-04-30 12:37:46
BAT-002286,PRD-0002,Ibuprofen 200mg,BN-202503-1004,2025-03-27,2026-08-26,216993,216842,151,tablets,FAC-016,PL-05,approved,26336.82,2025-03-28 19:30:56
BAT-002287,PRD-0042,Trastuzumab 150mg,BN-202509-2986,2025-09-02,2028-01-04,45769,45128,641,bottles,FAC-012,PL-06,recalled,37173.97,2025-09-04 17:04:05
BAT-002288,PRD-0045,Infliximab 100mg,BN-202405-3152,2024-05-17,2026-12-21,217807,217188,619,ampoules,FAC-007,PL-03,recalled,122022.53,2024-05-18 23:19:28
BAT-002289,PRD-0050,Valsartan 80mg,BN-202508-2883,2025-08-27,2028-02-06,379316,376443,2873,kg,FAC-012,PL-15,approved,118539.2,2025-08-27 04:20:15
BAT-002290,PRD-0013,Prednisone 10mg,BN-202309-9614,2023-09-17,2025-04-05,8214,7932,282,tablets,FAC-014,PL-28,recalled,952.27,2023-09-19 14:15:27
BAT-002291,PRD-0019,Escitalopram 10mg,BN-202304-5582,2023-04-15,2025-08-03,177276,174503,2773,capsules,FAC-008,PL-30,in_production,4090.8,2023-04-16 08:20:33
BAT-002292,PRD-0033,Warfarin 5mg,BN-202508-9448,2025-08-29,2028-03-10,222877,220014,2863,kg,FAC-011,PL-11,approved,102574.38,2025-08-30 05:53:01
BAT-002293,PRD-0001,Amoxicillin 500mg,BN-202507-5975,2025-07-01,2027-06-12,302486,300898,1588,syringes,FAC-002,PL-10,recalled,92982.64,2025-07-03 04:04:51
BAT-002294,PRD-0012,Azithromycin 500mg,BN-202401-7444,2024-01-21,2026-02-24,217164,214778,2386,vials,FAC-015,PL-06,approved,75504.9,2024-01-22 08:07:24
BAT-002295,PRD-0007,Amlodipine 5mg,BN-202504-3200,2025-04-19,2026-08-24,152012,146362,5650,tablets,FAC-010,PL-26,recalled,145163.12,2025-04-19 18:14:51
BAT-002296,PRD-0042,Trastuzumab 150mg,BN-202505-1753,2025-05-09,2027-02-09,402307,192233,210074,bottles,FAC-013,PL-05,rejected,16353.81,2025-05-10 18:49:36
BAT-002297,PRD-0017,Pantoprazole 40mg,BN-202510-5694,2025-10-26,2027-05-12,488098,484802,3296,capsules,FAC-014,PL-26,approved,131883.59,2025-10-27 22:01:34
BAT-002298,PRD-0049,Rosuvastatin 10mg,BN-202408-7872,2024-08-09,2026-11-11,135432,131815,3617,syringes,FAC-018,PL-11,in_production,67254.54,2024-08-11 08:09:34
BAT-002299,PRD-0005,Omeprazole 40mg,BN-202305-8499,2023-05-14,2024-07-07,208246,72930,135316,vials,FAC-014,PL-10,rejected,142467.82,2023-05-16 00:55:08
BAT-002300,PRD-0029,Doxycycline 100mg,BN-202508-9814,2025-08-28,2027-04-26,343422,339736,3686,syringes,FAC-007,PL-15,approved,71170.08,2025-08-28 19:45:48
BAT-002301,PRD-0011,Ciprofloxacin 250mg,BN-202403-8064,2024-03-09,2026-10-18,112548,111651,897,bottles,FAC-012,PL-22,recalled,100664.21,2024-03-10 10:10:02
BAT-002302,PRD-0010,Levothyroxine 100mcg,BN-202402-1239,2024-02-06,2025-10-15,491994,483039,8955,bottles,FAC-015,PL-01,approved,44262.45,2024-02-08 03:17:53
BAT-002303,PRD-0041,Pembrolizumab 100mg,BN-202507-9338,2025-07-04,2027-01-25,204936,204377,559,kg,FAC-012,PL-13,approved,118062.04,2025-07-04 18:14:32
BAT-002304,PRD-0028,Ranitidine 150mg,BN-202512-4613,2025-12-19,2028-08-13,74170,73965,205,vials,FAC-016,PL-07,recalled,144603.04,2025-12-20 11:04:18
BAT-002305,PRD-0008,Losartan 50mg,BN-202308-2185,2023-08-08,2025-08-14,205153,203641,1512,vials,FAC-008,PL-01,approved,4516.16,2023-08-08 22:14:24
BAT-002306,PRD-0030,Clarithromycin 500mg,BN-202510-2886,2025-10-21,2028-03-22,453210,447494,5716,syringes,FAC-008,PL-05,approved,105993.08,2025-10-22 08:34:53
BAT-002307,PRD-0022,Duloxetine 30mg,BN-202408-1013,2024-08-26,2026-09-19,11339,10787,552,syringes,FAC-016,PL-26,in_production,80885.02,2024-08-27 10:06:32
BAT-002308,PRD-0042,Trastuzumab 150mg,BN-202507-4312,2025-07-29,2026-09-14,366839,365829,1010,bottles,FAC-003,PL-27,qa_review,136577.18,2025-07-30 15:57:26
BAT-002309,PRD-0041,Pembrolizumab 100mg,BN-202409-9447,2024-09-22,2026-09-03,344008,339912,4096,syringes,FAC-014,PL-24,qa_review,140463.57,2024-09-22 22:11:14
BAT-002310,PRD-0040,Rituximab 500mg,BN-202511-1452,2025-11-21,2028-07-29,451423,444195,7228,kg,FAC-002,PL-14,approved,7074.5,2025-11-23 03:19:19
BAT-002311,PRD-0018,Montelukast 10mg,BN-202408-5055,2024-08-09,2025-11-18,436979,433054,3925,kg,FAC-002,PL-02,approved,117698.14,2024-08-11 02:46:42
BAT-002312,PRD-0038,Insulin Lispro 100U,BN-202305-4227,2023-05-04,2026-03-10,256957,254633,2324,mL,FAC-018,PL-15,approved,12826.0,2023-05-06 05:11:27
BAT-002313,PRD-0041,Pembrolizumab 100mg,BN-202408-8154,2024-08-15,2026-04-16,265101,118416,146685,vials,FAC-003,PL-30,rejected,53989.22,2024-08-17 01:12:23
BAT-002314,PRD-0046,Etanercept 50mg,BN-202501-5177,2025-01-30,2026-12-04,437443,426793,10650,syringes,FAC-017,PL-14,in_production,64647.84,2025-02-01 06:47:50
BAT-002315,PRD-0010,Levothyroxine 100mcg,BN-202403-2098,2024-03-27,2026-09-30,380811,378292,2519,bottles,FAC-006,PL-16,approved,76132.72,2024-03-27 20:30:19
BAT-002316,PRD-0041,Pembrolizumab 100mg,BN-202304-9243,2023-04-09,2024-12-20,58056,4147,53909,kg,FAC-006,PL-14,rejected,31482.37,2023-04-10 09:11:28
BAT-002317,PRD-0044,Nivolumab 240mg,BN-202506-3234,2025-06-07,2026-11-30,44074,29114,14960,ampoules,FAC-008,PL-19,rejected,130493.08,2025-06-08 21:58:11
BAT-002318,PRD-0011,Ciprofloxacin 250mg,BN-202307-1234,2023-07-10,2025-05-26,296272,295882,390,kg,FAC-004,PL-07,recalled,129244.27,2023-07-10 22:34:47
BAT-002319,PRD-0043,Bevacizumab 400mg,BN-202512-9379,2025-12-17,2026-12-23,152764,65896,86868,bottles,FAC-012,PL-14,rejected,68280.21,2025-12-18 13:15:21
BAT-002320,PRD-0005,Omeprazole 40mg,BN-202407-8612,2024-07-18,2027-05-31,140417,134404,6013,mL,FAC-013,PL-01,in_production,44856.78,2024-07-19 14:44:04
BAT-002321,PRD-0036,Allopurinol 300mg,BN-202507-2617,2025-07-04,2027-02-25,303372,288759,14613,mL,FAC-010,PL-12,in_production,66305.59,2025-07-05 05:06:33
BAT-002322,PRD-0032,Propranolol 40mg,BN-202511-7102,2025-11-02,2028-02-05,395178,382088,13090,kg,FAC-014,PL-13,recalled,60430.17,2025-11-03 10:03:25
BAT-002323,PRD-0031,Metoprolol 50mg,BN-202409-1137,2024-09-04,2025-10-21,295722,294693,1029,syringes,FAC-005,PL-19,approved,65650.65,2024-09-05 01:12:28
BAT-002324,PRD-0021,Fluoxetine 20mg,BN-202310-5710,2023-10-15,2024-12-25,258431,257923,508,kg,FAC-017,PL-05,approved,89196.05,2023-10-16 19:59:39
BAT-002325,PRD-0032,Propranolol 40mg,BN-202308-5519,2023-08-12,2025-12-03,190054,187022,3032,vials,FAC-006,PL-01,approved,64953.14,2023-08-13 21:28:15
BAT-002326,PRD-0045,Infliximab 100mg,BN-202505-3788,2025-05-10,2027-05-15,363986,350415,13571,kg,FAC-008,PL-21,in_production,79164.89,2025-05-12 11:00:37
BAT-002327,PRD-0018,Montelukast 10mg,BN-202302-3288,2023-02-23,2024-04-26,200178,192331,7847,bottles,FAC-014,PL-28,recalled,144033.85,2023-02-24 10:44:56
BAT-002328,PRD-0038,Insulin Lispro 100U,BN-202302-5209,2023-02-28,2024-11-05,86053,85335,718,ampoules,FAC-002,PL-07,recalled,13799.82,2023-03-02 00:13:51
BAT-002329,PRD-0013,Prednisone 10mg,BN-202505-2294,2025-05-30,2027-01-29,127780,127618,162,capsules,FAC-004,PL-26,recalled,130393.89,2025-05-31 00:00:39
BAT-002330,PRD-0043,Bevacizumab 400mg,BN-202302-9712,2023-02-03,2025-03-19,186410,184355,2055,syringes,FAC-011,PL-17,approved,74973.82,2023-02-04 07:47:50
BAT-002331,PRD-0009,Simvastatin 40mg,BN-202512-7433,2025-12-18,2027-10-10,187373,178043,9330,capsules,FAC-011,PL-03,qa_review,41833.78,2025-12-19 03:30:14
BAT-002332,PRD-0039,Adalimumab 40mg,BN-202412-9573,2024-12-11,2026-08-27,182635,179738,2897,ampoules,FAC-011,PL-03,approved,140650.17,2024-12-13 04:18:37
BAT-002333,PRD-0035,Spironolactone 25mg,BN-202311-4957,2023-11-07,2026-09-02,264020,263291,729,syringes,FAC-012,PL-13,approved,143308.44,2023-11-08 22:03:32
BAT-002334,PRD-0028,Ranitidine 150mg,BN-202401-6822,2024-01-20,2026-11-22,107605,103160,4445,mL,FAC-009,PL-03,recalled,69864.3,2024-01-21 20:20:14
BAT-002335,PRD-0010,Levothyroxine 100mcg,BN-202405-2816,2024-05-23,2027-04-21,203938,201929,2009,mL,FAC-005,PL-09,in_production,129176.38,2024-05-24 15:13:02
BAT-002336,PRD-0020,Sertraline 50mg,BN-202509-4210,2025-09-11,2028-01-05,221675,155437,66238,mL,FAC-018,PL-10,rejected,21039.53,2025-09-13 00:32:41
BAT-002337,PRD-0024,Diclofenac 50mg,BN-202307-8112,2023-07-01,2025-11-08,310253,308687,1566,kg,FAC-019,PL-24,approved,125849.36,2023-07-01 19:11:28
BAT-002338,PRD-0006,Lisinopril 10mg,BN-202301-2262,2023-01-07,2024-05-20,344397,328195,16202,tablets,FAC-020,PL-11,recalled,128481.21,2023-01-09 02:19:11
BAT-002339,PRD-0044,Nivolumab 240mg,BN-202307-8441,2023-07-17,2024-07-25,99499,97543,1956,vials,FAC-004,PL-30,approved,19726.61,2023-07-18 14:36:50
BAT-002340,PRD-0041,Pembrolizumab 100mg,BN-202304-6764,2023-04-27,2025-12-02,22739,11488,11251,mL,FAC-006,PL-27,rejected,46059.52,2023-04-29 19:50:03
BAT-002341,PRD-0018,Montelukast 10mg,BN-202410-2537,2024-10-09,2027-09-14,96877,96585,292,mL,FAC-011,PL-14,qa_review,61501.13,2024-10-11 14:35:13
BAT-002342,PRD-0016,Clopidogrel 75mg,BN-202507-9551,2025-07-23,2027-02-25,356526,356228,298,vials,FAC-010,PL-07,approved,109903.08,2025-07-24 15:13:39
BAT-002343,PRD-0009,Simvastatin 40mg,BN-202405-5530,2024-05-16,2026-01-17,354158,353410,748,tablets,FAC-008,PL-02,approved,96659.15,2024-05-17 16:31:46
BAT-002344,PRD-0021,Fluoxetine 20mg,BN-202507-5483,2025-07-13,2028-01-03,440449,439376,1073,vials,FAC-002,PL-05,approved,132679.75,2025-07-15 04:24:01
BAT-002345,PRD-0020,Sertraline 50mg,BN-202310-7046,2023-10-22,2025-10-10,26831,26545,286,tablets,FAC-020,PL-07,approved,110756.44,2023-10-23 05:47:11
BAT-002346,PRD-0012,Azithromycin 500mg,BN-202503-1400,2025-03-11,2026-05-05,449249,441621,7628,vials,FAC-009,PL-09,approved,1084.47,2025-03-12 07:54:42
BAT-002347,PRD-0006,Lisinopril 10mg,BN-202302-2576,2023-02-07,2025-11-02,7304,7181,123,vials,FAC-008,PL-22,approved,49617.54,2023-02-09 05:35:36
BAT-002348,PRD-0016,Clopidogrel 75mg,BN-202307-4614,2023-07-20,2025-12-01,249887,56323,193564,kg,FAC-014,PL-12,rejected,51800.56,2023-07-21 22:37:13
BAT-002349,PRD-0026,Aspirin 100mg,BN-202304-8795,2023-04-11,2025-07-02,67728,66997,731,ampoules,FAC-011,PL-11,approved,46842.7,2023-04-12 01:35:17
BAT-002350,PRD-0019,Escitalopram 10mg,BN-202412-8012,2024-12-28,2026-04-06,95227,94395,832,capsules,FAC-011,PL-29,approved,102659.52,2024-12-29 19:59:54
BAT-002351,PRD-0014,Gabapentin 300mg,BN-202506-8580,2025-06-15,2026-10-23,319356,317888,1468,tablets,FAC-005,PL-03,approved,52188.99,2025-06-17 05:52:31
BAT-002352,PRD-0007,Amlodipine 5mg,BN-202311-5088,2023-11-19,2025-08-05,436424,429131,7293,tablets,FAC-014,PL-06,recalled,71146.19,2023-11-21 15:23:48
BAT-002353,PRD-0035,Spironolactone 25mg,BN-202508-3964,2025-08-10,2028-05-30,465160,456899,8261,bottles,FAC-015,PL-16,approved,28747.1,2025-08-12 05:34:02
BAT-002354,PRD-0037,Insulin Glargine 100U,BN-202304-1711,2023-04-19,2024-08-30,317156,307266,9890,ampoules,FAC-015,PL-30,recalled,17232.36,2023-04-21 03:58:15
BAT-002355,PRD-0008,Losartan 50mg,BN-202308-6941,2023-08-18,2025-11-12,182737,181745,992,syringes,FAC-015,PL-22,approved,138052.83,2023-08-19 18:15:53
BAT-002356,PRD-0012,Azithromycin 500mg,BN-202305-3904,2023-05-11,2024-08-09,221946,150739,71207,tablets,FAC-013,PL-28,rejected,98189.97,2023-05-13 18:01:44
BAT-002357,PRD-0021,Fluoxetine 20mg,BN-202507-5119,2025-07-18,2026-10-16,25042,24477,565,ampoules,FAC-013,PL-09,in_production,131544.57,2025-07-19 02:32:49
BAT-002358,PRD-0018,Montelukast 10mg,BN-202403-7855,2024-03-26,2025-12-08,111239,109926,1313,capsules,FAC-009,PL-05,recalled,23868.36,2024-03-28 13:45:50
BAT-002359,PRD-0001,Amoxicillin 500mg,BN-202509-3705,2025-09-08,2026-11-04,243949,180169,63780,kg,FAC-013,PL-23,rejected,75283.77,2025-09-08 22:32:24
BAT-002360,PRD-0011,Ciprofloxacin 250mg,BN-202412-8307,2024-12-18,2027-05-22,25619,24581,1038,syringes,FAC-016,PL-04,recalled,8928.54,2024-12-18 23:43:57
BAT-002361,PRD-0013,Prednisone 10mg,BN-202504-1714,2025-04-19,2027-05-05,115319,115203,116,tablets,FAC-002,PL-22,in_production,63737.84,2025-04-21 04:50:02
BAT-002362,PRD-0009,Simvastatin 40mg,BN-202406-8796,2024-06-15,2026-11-23,384193,370296,13897,kg,FAC-011,PL-10,recalled,60671.84,2024-06-16 22:39:15
BAT-002363,PRD-0027,Cetirizine 10mg,BN-202307-6063,2023-07-07,2025-11-08,87873,86526,1347,kg,FAC-001,PL-08,approved,43749.59,2023-07-08 11:07:37
BAT-002364,PRD-0041,Pembrolizumab 100mg,BN-202312-7202,2023-12-03,2025-07-15,97369,50010,47359,syringes,FAC-014,PL-28,rejected,129647.55,2023-12-04 06:21:48
BAT-002365,PRD-0050,Valsartan 80mg,BN-202304-4288,2023-04-12,2025-03-19,156549,33202,123347,syringes,FAC-004,PL-15,rejected,47234.99,2023-04-12 15:32:10
BAT-002366,PRD-0021,Fluoxetine 20mg,BN-202304-7486,2023-04-16,2025-09-24,193125,184938,8187,mL,FAC-012,PL-23,in_production,122643.41,2023-04-17 14:39:56
BAT-002367,PRD-0038,Insulin Lispro 100U,BN-202409-1684,2024-09-26,2026-08-27,414699,414493,206,ampoules,FAC-008,PL-15,approved,111721.34,2024-09-26 19:48:43
BAT-002368,PRD-0012,Azithromycin 500mg,BN-202506-5199,2025-06-03,2027-07-12,387276,383051,4225,vials,FAC-003,PL-01,approved,84811.07,2025-06-03 23:36:39
BAT-002369,PRD-0009,Simvastatin 40mg,BN-202405-6785,2024-05-21,2025-08-23,384963,382190,2773,kg,FAC-019,PL-21,approved,55555.79,2024-05-23 11:41:05
BAT-002370,PRD-0013,Prednisone 10mg,BN-202412-7496,2024-12-04,2027-09-21,69399,67414,1985,mL,FAC-002,PL-09,qa_review,10977.96,2024-12-05 08:59:50
BAT-002371,PRD-0028,Ranitidine 150mg,BN-202404-8731,2024-04-21,2025-11-26,31103,29836,1267,tablets,FAC-018,PL-03,qa_review,33491.55,2024-04-23 01:30:00
BAT-002372,PRD-0010,Levothyroxine 100mcg,BN-202310-1264,2023-10-05,2026-05-31,294373,292377,1996,ampoules,FAC-012,PL-21,qa_review,113702.8,2023-10-06 19:17:11
BAT-002373,PRD-0043,Bevacizumab 400mg,BN-202310-7050,2023-10-23,2026-07-04,81126,78639,2487,tablets,FAC-003,PL-23,qa_review,148392.59,2023-10-25 05:53:09
BAT-002374,PRD-0020,Sertraline 50mg,BN-202505-5264,2025-05-31,2027-07-08,471689,453438,18251,tablets,FAC-015,PL-26,qa_review,65161.43,2025-06-02 17:50:37
BAT-002375,PRD-0043,Bevacizumab 400mg,BN-202507-9941,2025-07-08,2027-06-09,104880,104658,222,kg,FAC-018,PL-30,approved,32256.44,2025-07-09 21:13:41
BAT-002376,PRD-0019,Escitalopram 10mg,BN-202502-1393,2025-02-13,2027-04-01,241075,53469,187606,tablets,FAC-015,PL-17,rejected,23796.44,2025-02-14 17:37:49
BAT-002377,PRD-0026,Aspirin 100mg,BN-202410-4636,2024-10-31,2026-12-06,198806,197542,1264,mL,FAC-001,PL-22,approved,145179.39,2024-11-02 03:40:03
BAT-002378,PRD-0020,Sertraline 50mg,BN-202311-6832,2023-11-23,2026-05-06,215158,213858,1300,tablets,FAC-017,PL-11,approved,50640.84,2023-11-24 06:50:57
BAT-002379,PRD-0022,Duloxetine 30mg,BN-202509-4020,2025-09-10,2027-11-21,87595,86619,976,mL,FAC-013,PL-19,approved,112741.79,2025-09-11 01:50:29
BAT-002380,PRD-0014,Gabapentin 300mg,BN-202308-8992,2023-08-10,2025-07-10,235842,170620,65222,ampoules,FAC-010,PL-23,rejected,124272.37,2023-08-11 21:14:02
BAT-002381,PRD-0035,Spironolactone 25mg,BN-202507-5431,2025-07-29,2028-07-26,87846,87734,112,kg,FAC-006,PL-07,approved,117253.13,2025-07-31 19:34:03
BAT-002382,PRD-0016,Clopidogrel 75mg,BN-202401-7516,2024-01-29,2026-11-12,132808,131104,1704,capsules,FAC-002,PL-12,approved,15469.45,2024-01-30 08:16:45
BAT-002383,PRD-0039,Adalimumab 40mg,BN-202408-9408,2024-08-23,2025-11-20,287704,281504,6200,mL,FAC-006,PL-17,in_production,122156.45,2024-08-24 04:37:07
BAT-002384,PRD-0049,Rosuvastatin 10mg,BN-202503-3775,2025-03-18,2028-02-28,274561,269515,5046,bottles,FAC-009,PL-20,approved,134172.96,2025-03-19 10:16:09
BAT-002385,PRD-0002,Ibuprofen 200mg,BN-202401-6901,2024-01-17,2026-12-13,491283,469984,21299,capsules,FAC-017,PL-14,recalled,93426.68,2024-01-18 17:26:37
BAT-002386,PRD-0027,Cetirizine 10mg,BN-202305-1770,2023-05-15,2025-01-04,350815,348578,2237,ampoules,FAC-008,PL-28,approved,15673.77,2023-05-16 07:34:29
BAT-002387,PRD-0035,Spironolactone 25mg,BN-202302-5388,2023-02-12,2024-06-15,208115,206554,1561,kg,FAC-014,PL-19,approved,10683.49,2023-02-13 08:12:49
BAT-002388,PRD-0042,Trastuzumab 150mg,BN-202311-1038,2023-11-13,2026-04-01,259911,257882,2029,capsules,FAC-006,PL-06,approved,139591.79,2023-11-13 04:41:48
BAT-002389,PRD-0005,Omeprazole 40mg,BN-202408-3955,2024-08-21,2026-03-29,51226,50475,751,tablets,FAC-001,PL-21,approved,23416.8,2024-08-23 12:33:36
BAT-002390,PRD-0007,Amlodipine 5mg,BN-202407-4970,2024-07-19,2025-12-21,114376,112780,1596,mL,FAC-007,PL-22,in_production,10451.91,2024-07-19 04:54:37
