inventory_id,outlet_id,product_id,product_name,batch_number,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_price,expiry_date,last_restock_date,status,storage_condition,created_at
INV-004458,OUT-0161,PRD-0038,Insulin Lispro 100U,BN-202379-2651,625,21,69,110,323.86,2026-09-03,2023-01-30,in_stock,Room Temperature,2023-07-25 17:16:54
INV-004459,OUT-0465,PRD-0009,Simvastatin 40mg,BN-202306-4265,62,57,96,84,49.31,2026-04-25,2023-02-16,low_stock,Room Temperature,2023-02-05 15:14:19
INV-004460,OUT-0084,PRD-0049,Rosuvastatin 10mg,BN-202423-5720,79,40,122,496,259.83,2026-11-02,2023-10-17,low_stock,Frozen -20C,2025-11-09 17:01:29
INV-004461,OUT-0042,PRD-0006,Lisinopril 10mg,BN-202301-1226,194,44,87,436,316.76,2024-02-26,2025-01-22,in_stock,Frozen -20C,2023-07-10 13:22:52
INV-004462,OUT-0019,PRD-0014,Gabapentin 300mg,BN-202405-7245,783,56,45,428,342.34,2024-08-19,2023-09-23,in_stock,Refrigerated 2-8C,2023-06-14 17:56:08
INV-004463,OUT-0016,PRD-0021,Fluoxetine 20mg,BN-202457-2215,1236,9,13,144,476.56,2026-05-22,2023-05-10,in_stock,Frozen -20C,2025-02-06 06:48:20
INV-004464,OUT-0490,PRD-0045,Infliximab 100mg,BN-202504-1492,147,74,39,290,461.42,2024-12-25,2025-10-30,in_stock,Refrigerated 2-8C,2024-03-05 19:34:15
INV-004465,OUT-0405,PRD-0039,Adalimumab 40mg,BN-202407-9178,1615,71,113,450,490.47,2027-05-25,2023-04-30,in_stock,Refrigerated 2-8C,2024-07-14 11:40:48
INV-004466,OUT-0065,PRD-0016,Clopidogrel 75mg,BN-202407-1044,1886,7,52,372,270.9,2024-05-22,2023-07-16,in_stock,Room Temperature,2025-08-22 22:45:36
INV-004467,OUT-0432,PRD-0023,Tramadol 50mg,BN-202327-3154,1279,61,75,217,150.11,2027-07-12,2025-07-01,in_stock,Refrigerated 2-8C,2025-09-17 18:40:02
INV-004468,OUT-0256,PRD-0029,Doxycycline 100mg,BN-202396-6049,841,1,194,297,289.75,2027-05-09,2025-01-11,in_stock,Controlled Room Temp,2025-11-20 09:41:38
INV-004469,OUT-0209,PRD-0005,Omeprazole 40mg,BN-202427-7969,1400,10,38,180,272.08,2024-06-07,2025-07-19,expired,Frozen -20C,2025-07-04 22:45:47
INV-004470,OUT-0049,PRD-0003,Metformin 850mg,BN-202385-3756,1658,27,147,371,121.61,2026-10-07,2025-03-08,in_stock,Controlled Room Temp,2024-09-17 10:13:52
INV-004471,OUT-0136,PRD-0019,Escitalopram 10mg,BN-202496-8700,1553,51,89,419,177.67,2027-02-15,2024-08-08,in_stock,Refrigerated 2-8C,2023-07-17 07:46:01
INV-004472,OUT-0319,PRD-0027,Cetirizine 10mg,BN-202424-1787,1768,7,83,486,205.53,2024-05-17,2023-10-31,in_stock,Frozen -20C,2025-08-04 11:30:22
INV-004473,OUT-0181,PRD-0023,Tramadol 50mg,BN-202466-2292,911,52,30,433,343.17,2024-11-03,2023-10-27,expired,Controlled Room Temp,2025-07-15 05:10:05
INV-004474,OUT-0214,PRD-0036,Allopurinol 300mg,BN-202445-8946,235,86,55,297,53.03,2026-02-26,2023-01-04,expired,Room Temperature,2023-03-08 16:48:33
INV-004475,OUT-0473,PRD-0030,Clarithromycin 500mg,BN-202499-4587,76,44,53,493,282.0,2024-09-17,2023-10-28,expired,Controlled Room Temp,2024-08-24 06:15:39
INV-004476,OUT-0446,PRD-0009,Simvastatin 40mg,BN-202315-4315,41,38,74,317,314.42,2024-08-27,2023-04-17,expired,Frozen -20C,2024-06-06 21:50:43
INV-004477,OUT-0303,PRD-0017,Pantoprazole 40mg,BN-202437-1563,1732,61,162,301,257.87,2026-10-02,2024-08-27,in_stock,Controlled Room Temp,2025-12-13 01:07:43
INV-004478,OUT-0123,PRD-0015,Hydrochlorothiazide 25mg,BN-202385-5348,1894,100,165,471,319.76,2027-04-11,2023-11-29,in_stock,Controlled Room Temp,2023-06-28 07:57:44
INV-004479,OUT-0298,PRD-0013,Prednisone 10mg,BN-202391-3572,996,47,133,442,459.14,2024-11-19,2025-09-29,in_stock,Frozen -20C,2024-06-21 08:22:14
INV-004480,OUT-0275,PRD-0026,Aspirin 100mg,BN-202355-8497,2,0,161,88,143.46,2024-06-28,2025-12-05,in_stock,Room Temperature,2025-05-28 16:55:02
INV-004481,OUT-0056,PRD-0008,Losartan 50mg,BN-202418-7929,136,17,57,435,198.51,2026-04-18,2024-11-02,in_stock,Frozen -20C,2023-08-30 08:13:32
INV-004482,OUT-0114,PRD-0042,Trastuzumab 150mg,BN-202460-3830,482,0,61,156,273.55,2024-12-01,2024-03-01,in_stock,Frozen -20C,2025-01-30 20:47:54
INV-004483,OUT-0345,PRD-0014,Gabapentin 300mg,BN-202465-3272,1202,41,122,185,428.13,2024-01-13,2025-05-06,in_stock,Room Temperature,2024-06-28 06:53:58
INV-004484,OUT-0462,PRD-0003,Metformin 850mg,BN-202422-9175,1179,6,135,78,122.53,2025-01-28,2025-06-10,expired,Controlled Room Temp,2023-12-11 03:50:11
INV-004485,OUT-0424,PRD-0011,Ciprofloxacin 250mg,BN-202499-1076,724,69,46,193,348.66,2026-01-05,2023-07-16,in_stock,Frozen -20C,2023-05-07 17:49:28
INV-004486,OUT-0124,PRD-0035,Spironolactone 25mg,BN-202350-7718,1344,48,184,447,335.45,2025-09-11,2024-10-02,expired,Controlled Room Temp,2025-12-29 16:22:22
INV-004487,OUT-0337,PRD-0042,Trastuzumab 150mg,BN-202486-7068,706,56,109,304,270.84,2024-05-31,2023-10-12,expired,Controlled Room Temp,2024-07-01 15:32:28
INV-004488,OUT-0353,PRD-0016,Clopidogrel 75mg,BN-202363-7801,1407,62,182,57,303.34,2027-04-18,2025-12-29,in_stock,Room Temperature,2023-10-18 20:09:13
INV-004489,OUT-0482,PRD-0039,Adalimumab 40mg,BN-202425-6348,1302,82,192,352,271.41,2025-10-19,2024-09-26,in_stock,Frozen -20C,2024-07-08 06:22:22
INV-004490,OUT-0238,PRD-0024,Diclofenac 50mg,BN-202315-4241,1735,50,133,499,350.07,2024-02-09,2023-10-25,expired,Room Temperature,2023-03-25 08:46:28
INV-004491,OUT-0367,PRD-0034,Furosemide 40mg,BN-202379-9125,59,59,159,325,243.46,2026-08-21,2025-12-04,low_stock,Refrigerated 2-8C,2023-09-06 19:19:24
INV-004492,OUT-0064,PRD-0009,Simvastatin 40mg,BN-202355-6093,476,80,101,437,75.82,2025-01-27,2023-09-30,in_stock,Room Temperature,2023-01-03 01:38:46
INV-004493,OUT-0393,PRD-0018,Montelukast 10mg,BN-202435-4434,13,11,86,490,345.8,2024-09-23,2025-02-04,in_stock,Refrigerated 2-8C,2024-06-29 20:40:46
INV-004494,OUT-0357,PRD-0028,Ranitidine 150mg,BN-202458-3428,1391,77,122,118,258.55,2024-09-17,2024-08-02,in_stock,Controlled Room Temp,2025-11-21 10:53:37
INV-004495,OUT-0191,PRD-0006,Lisinopril 10mg,BN-202314-9101,1371,46,179,439,193.79,2027-01-03,2025-12-14,in_stock,Refrigerated 2-8C,2023-01-22 08:17:11
INV-004496,OUT-0278,PRD-0019,Escitalopram 10mg,BN-202398-7394,1488,99,195,207,282.43,2025-12-18,2025-03-04,in_stock,Room Temperature,2025-12-18 02:49:14
INV-004497,OUT-0406,PRD-0008,Losartan 50mg,BN-202450-7374,422,32,136,456,477.59,2025-12-29,2024-04-02,in_stock,Refrigerated 2-8C,2023-09-11 03:46:31
INV-004498,OUT-0152,PRD-0036,Allopurinol 300mg,BN-202412-1223,1265,8,55,383,315.58,2025-10-21,2023-12-05,expired,Controlled Room Temp,2023-04-03 06:09:05
INV-004499,OUT-0490,PRD-0002,Ibuprofen 200mg,BN-202316-4022,1230,70,165,120,202.43,2024-05-05,2024-10-10,in_stock,Refrigerated 2-8C,2023-07-10 06:42:29
INV-004500,OUT-0141,PRD-0033,Warfarin 5mg,BN-202503-4774,165,86,81,202,339.83,2026-11-10,2025-03-01,in_stock,Refrigerated 2-8C,2024-07-14 07:22:16
INV-004501,OUT-0497,PRD-0025,Paracetamol 500mg,BN-202427-2811,520,2,155,151,314.83,2026-06-09,2024-02-28,in_stock,Refrigerated 2-8C,2023-02-07 00:29:57
INV-004502,OUT-0498,PRD-0026,Aspirin 100mg,BN-202384-3737,8,2,184,155,399.1,2026-04-25,2025-06-27,low_stock,Controlled Room Temp,2023-07-17 23:23:40
INV-004503,OUT-0036,PRD-0047,Dexamethasone 4mg,BN-202398-7482,1219,62,35,494,293.91,2027-08-17,2024-12-24,in_stock,Room Temperature,2025-06-07 02:16:00
INV-004504,OUT-0411,PRD-0023,Tramadol 50mg,BN-202329-4044,1424,79,160,253,271.97,2024-06-04,2025-09-06,in_stock,Refrigerated 2-8C,2024-02-14 16:02:57
INV-004505,OUT-0039,PRD-0010,Levothyroxine 100mcg,BN-202461-2734,563,100,88,221,128.03,2024-05-01,2025-05-14,expired,Refrigerated 2-8C,2024-01-07 02:32:13
INV-004506,OUT-0003,PRD-0012,Azithromycin 500mg,BN-202378-8849,42,31,51,415,401.5,2026-11-14,2025-01-06,low_stock,Room Temperature,2023-01-06 10:53:42
INV-004507,OUT-0317,PRD-0026,Aspirin 100mg,BN-202316-4963,1008,79,187,337,430.19,2027-12-28,2024-01-22,in_stock,Frozen -20C,2024-11-14 15:38:59
INV-004508,OUT-0127,PRD-0037,Insulin Glargine 100U,BN-202338-2067,1330,24,138,285,11.81,2026-09-30,2023-01-03,in_stock,Refrigerated 2-8C,2024-11-04 14:33:24
INV-004509,OUT-0265,PRD-0012,Azithromycin 500mg,BN-202380-8920,1357,79,30,394,415.55,2026-05-07,2023-02-03,in_stock,Controlled Room Temp,2023-10-17 04:44:49
INV-004510,OUT-0148,PRD-0040,Rituximab 500mg,BN-202447-7003,1882,62,43,159,319.44,2024-08-26,2023-11-02,in_stock,Controlled Room Temp,2024-10-07 16:07:58
INV-004511,OUT-0346,PRD-0048,Methylprednisolone 16mg,BN-202343-5428,344,41,174,150,344.75,2024-11-13,2024-08-10,expired,Refrigerated 2-8C,2025-04-08 20:54:40
INV-004512,OUT-0062,PRD-0031,Metoprolol 50mg,BN-202331-9073,361,35,56,78,465.86,2027-07-22,2025-02-17,in_stock,Refrigerated 2-8C,2023-03-02 16:28:16
INV-004513,OUT-0490,PRD-0050,Valsartan 80mg,BN-202359-2870,1376,64,135,184,146.05,2025-06-12,2024-07-18,expired,Frozen -20C,2024-03-26 23:09:55
INV-004514,OUT-0166,PRD-0050,Valsartan 80mg,BN-202450-1301,874,72,20,215,69.98,2027-10-25,2023-08-22,in_stock,Controlled Room Temp,2023-12-03 16:03:09
INV-004515,OUT-0023,PRD-0033,Warfarin 5mg,BN-202402-4916,1328,81,134,66,302.03,2026-10-15,2023-12-05,in_stock,Room Temperature,2025-03-04 04:07:40
INV-004516,OUT-0444,PRD-0040,Rituximab 500mg,BN-202424-1559,647,21,135,145,479.76,2025-05-20,2025-01-16,in_stock,Room Temperature,2023-10-29 20:01:52
INV-004517,OUT-0448,PRD-0039,Adalimumab 40mg,BN-202392-7707,1479,33,88,147,203.29,2027-06-16,2024-02-21,in_stock,Frozen -20C,2023-01-31 21:52:32
INV-004518,OUT-0353,PRD-0030,Clarithromycin 500mg,BN-202505-4857,1392,47,151,184,390.62,2026-07-08,2024-05-03,in_stock,Room Temperature,2025-12-16 16:18:12
INV-004519,OUT-0109,PRD-0009,Simvastatin 40mg,BN-202339-2990,89,24,143,281,199.68,2024-07-14,2023-01-03,expired,Frozen -20C,2023-03-22 23:37:08
INV-004520,OUT-0394,PRD-0049,Rosuvastatin 10mg,BN-202384-1639,1166,14,141,363,218.22,2027-06-10,2025-03-26,in_stock,Frozen -20C,2024-04-03 09:48:53
INV-004521,OUT-0274,PRD-0016,Clopidogrel 75mg,BN-202313-9787,1725,100,84,413,308.04,2026-12-31,2025-11-23,in_stock,Room Temperature,2025-04-09 09:21:02
INV-004522,OUT-0045,PRD-0016,Clopidogrel 75mg,BN-202306-6977,1896,14,178,72,42.45,2027-04-11,2023-05-17,in_stock,Room Temperature,2023-03-20 03:57:15
INV-004523,OUT-0401,PRD-0026,Aspirin 100mg,BN-202511-1200,1940,0,30,316,61.37,2027-03-20,2025-01-23,in_stock,Frozen -20C,2024-10-14 06:25:56
INV-004524,OUT-0110,PRD-0004,Atorvastatin 20mg,BN-202336-2243,578,40,159,433,321.25,2024-06-24,2024-03-25,expired,Controlled Room Temp,2024-04-13 15:00:19
INV-004525,OUT-0099,PRD-0016,Clopidogrel 75mg,BN-202321-3589,496,90,92,472,68.58,2025-06-22,2023-04-22,in_stock,Controlled Room Temp,2025-10-25 18:52:52
INV-004526,OUT-0184,PRD-0011,Ciprofloxacin 250mg,BN-202474-2374,364,81,44,209,368.04,2027-05-08,2025-04-10,in_stock,Room Temperature,2025-04-19 01:24:23
INV-004527,OUT-0073,PRD-0043,Bevacizumab 400mg,BN-202454-9162,1420,99,17,328,485.94,2027-07-25,2024-12-28,in_stock,Controlled Room Temp,2025-09-24 13:46:52
INV-004528,OUT-0400,PRD-0011,Ciprofloxacin 250mg,BN-202499-1193,1587,13,33,286,167.97,2025-07-17,2024-04-18,expired,Frozen -20C,2024-09-11 05:54:11
INV-004529,OUT-0416,PRD-0019,Escitalopram 10mg,BN-202421-2493,303,95,90,460,204.31,2025-06-07,2023-03-06,expired,Room Temperature,2023-01-23 20:16:48
INV-004530,OUT-0480,PRD-0024,Diclofenac 50mg,BN-202403-8818,1854,6,144,234,254.19,2027-11-04,2025-11-05,in_stock,Controlled Room Temp,2023-06-26 08:50:48
INV-004531,OUT-0037,PRD-0044,Nivolumab 240mg,BN-202428-1555,1819,10,152,336,198.03,2025-05-21,2024-08-01,in_stock,Room Temperature,2024-09-14 09:14:42
INV-004532,OUT-0106,PRD-0031,Metoprolol 50mg,BN-202411-1435,1307,13,196,183,159.64,2027-07-21,2025-10-18,in_stock,Refrigerated 2-8C,2024-06-21 05:08:17
INV-004533,OUT-0343,PRD-0038,Insulin Lispro 100U,BN-202343-2646,245,93,109,91,286.04,2025-03-30,2025-09-07,expired,Frozen -20C,2024-01-01 15:05:27
INV-004534,OUT-0196,PRD-0004,Atorvastatin 20mg,BN-202338-3996,1122,38,94,135,123.65,2027-03-04,2025-05-20,in_stock,Refrigerated 2-8C,2024-09-10 06:50:35
INV-004535,OUT-0368,PRD-0008,Losartan 50mg,BN-202496-4881,1967,37,94,480,117.84,2024-08-29,2023-04-06,expired,Room Temperature,2023-09-09 02:25:31
INV-004536,OUT-0402,PRD-0001,Amoxicillin 500mg,BN-202386-1082,1841,64,26,98,220.4,2024-08-07,2023-10-13,in_stock,Controlled Room Temp,2025-06-02 19:59:34
INV-004537,OUT-0467,PRD-0009,Simvastatin 40mg,BN-202456-3383,107,41,180,115,413.89,2027-07-13,2025-01-10,low_stock,Controlled Room Temp,2023-08-23 00:30:57
INV-004538,OUT-0078,PRD-0019,Escitalopram 10mg,BN-202436-1147,667,92,68,447,34.53,2024-11-24,2024-06-19,in_stock,Controlled Room Temp,2024-08-07 07:50:54
INV-004539,OUT-0110,PRD-0032,Propranolol 40mg,BN-202357-8651,1023,57,88,239,189.31,2027-03-30,2023-06-30,in_stock,Controlled Room Temp,2025-06-07 18:20:19
INV-004540,OUT-0481,PRD-0011,Ciprofloxacin 250mg,BN-202438-3380,375,80,194,366,14.39,2024-03-28,2023-03-24,expired,Controlled Room Temp,2024-11-02 06:03:46
INV-004541,OUT-0027,PRD-0035,Spironolactone 25mg,BN-202446-2386,1305,90,48,434,429.77,2026-08-20,2023-03-08,in_stock,Frozen -20C,2023-11-05 13:10:46
INV-004542,OUT-0225,PRD-0039,Adalimumab 40mg,BN-202398-3347,910,3,77,351,76.6,2026-03-06,2025-03-01,expired,Refrigerated 2-8C,2025-09-08 00:40:49
INV-004543,OUT-0234,PRD-0017,Pantoprazole 40mg,BN-202361-4957,1878,64,17,309,406.35,2024-12-01,2024-01-08,expired,Room Temperature,2024-09-26 23:06:54
INV-004544,OUT-0499,PRD-0031,Metoprolol 50mg,BN-202502-1522,991,93,119,236,264.99,2024-09-06,2024-09-19,expired,Frozen -20C,2023-03-31 18:38:06
INV-004545,OUT-0334,PRD-0031,Metoprolol 50mg,BN-202331-7961,1596,31,18,219,78.33,2026-01-24,2023-01-15,expired,Frozen -20C,2025-02-20 04:17:10
INV-004546,OUT-0369,PRD-0044,Nivolumab 240mg,BN-202436-8134,581,91,152,485,100.85,2026-01-18,2024-04-20,in_stock,Room Temperature,2025-11-09 12:40:56
INV-004547,OUT-0344,PRD-0006,Lisinopril 10mg,BN-202473-5168,1079,72,187,138,348.62,2026-05-05,2023-08-15,in_stock,Frozen -20C,2024-06-08 15:46:04
INV-004548,OUT-0109,PRD-0015,Hydrochlorothiazide 25mg,BN-202455-9800,322,40,58,192,349.06,2027-10-29,2023-10-31,in_stock,Frozen -20C,2024-10-01 16:02:24
INV-004549,OUT-0471,PRD-0046,Etanercept 50mg,BN-202496-2526,1505,12,16,200,459.31,2027-07-28,2025-07-22,in_stock,Frozen -20C,2023-06-18 06:27:46
INV-004550,OUT-0443,PRD-0009,Simvastatin 40mg,BN-202315-4054,997,49,37,240,497.94,2024-03-06,2025-04-10,expired,Refrigerated 2-8C,2024-03-15 04:01:48
INV-004551,OUT-0028,PRD-0007,Amlodipine 5mg,BN-202437-9604,1556,2,87,311,215.48,2026-09-18,2024-11-19,in_stock,Frozen -20C,2023-03-09 22:08:49
INV-004552,OUT-0290,PRD-0037,Insulin Glargine 100U,BN-202351-4612,528,0,195,435,217.78,2026-09-08,2023-05-27,in_stock,Controlled Room Temp,2023-11-26 21:24:24
INV-004553,OUT-0148,PRD-0005,Omeprazole 40mg,BN-202417-6022,153,39,57,164,129.93,2027-11-01,2023-01-01,in_stock,Refrigerated 2-8C,2024-08-10 05:47:51
INV-004554,OUT-0270,PRD-0008,Losartan 50mg,BN-202383-2945,1355,39,81,188,401.48,2024-09-21,2023-05-21,expired,Room Temperature,2024-02-13 12:27:01
INV-004555,OUT-0112,PRD-0032,Propranolol 40mg,BN-202305-5245,1142,22,126,144,335.55,2024-11-13,2023-08-11,in_stock,Controlled Room Temp,2024-02-01 22:25:14
INV-004556,OUT-0072,PRD-0034,Furosemide 40mg,BN-202469-5164,1020,55,56,123,131.55,2025-05-19,2024-09-08,expired,Room Temperature,2023-02-07 18:16:50
INV-004557,OUT-0210,PRD-0049,Rosuvastatin 10mg,BN-202324-6416,1061,51,194,67,112.26,2024-01-03,2025-03-17,in_stock,Refrigerated 2-8C,2024-01-28 20:39:08
INV-004558,OUT-0125,PRD-0006,Lisinopril 10mg,BN-202412-1426,569,26,97,81,112.3,2024-03-15,2025-02-15,in_stock,Controlled Room Temp,2024-05-05 01:41:12
INV-004559,OUT-0029,PRD-0039,Adalimumab 40mg,BN-202307-4619,915,56,186,397,240.93,2026-04-02,2024-04-29,in_stock,Refrigerated 2-8C,2023-05-17 20:29:20
INV-004560,OUT-0066,PRD-0029,Doxycycline 100mg,BN-202447-3390,214,64,103,241,18.73,2024-04-02,2024-03-14,in_stock,Frozen -20C,2023-09-09 19:48:36
INV-004561,OUT-0468,PRD-0025,Paracetamol 500mg,BN-202483-8300,1298,12,20,371,4.2,2026-08-12,2025-01-17,in_stock,Controlled Room Temp,2023-04-14 21:01:32
INV-004562,OUT-0222,PRD-0019,Escitalopram 10mg,BN-202509-3764,1793,53,137,492,40.36,2025-11-18,2024-05-30,expired,Room Temperature,2025-11-09 00:58:30
INV-004563,OUT-0118,PRD-0008,Losartan 50mg,BN-202411-5400,318,32,64,225,489.14,2024-09-24,2024-02-19,expired,Frozen -20C,2024-12-04 10:33:00
INV-004564,OUT-0008,PRD-0034,Furosemide 40mg,BN-202328-3487,375,30,62,485,167.42,2027-07-24,2025-07-19,in_stock,Controlled Room Temp,2023-09-16 11:25:25
INV-004565,OUT-0301,PRD-0018,Montelukast 10mg,BN-202493-6427,1225,8,43,178,261.12,2024-05-24,2025-09-22,in_stock,Refrigerated 2-8C,2025-10-05 01:33:41
INV-004566,OUT-0416,PRD-0031,Metoprolol 50mg,BN-202467-1460,1750,52,99,192,451.63,2027-05-06,2023-05-01,in_stock,Room Temperature,2025-04-01 04:15:39
INV-004567,OUT-0143,PRD-0035,Spironolactone 25mg,BN-202446-8062,813,92,79,429,232.15,2024-10-29,2025-10-31,expired,Controlled Room Temp,2023-09-21 06:41:50
INV-004568,OUT-0428,PRD-0009,Simvastatin 40mg,BN-202394-6970,2,2,24,459,448.61,2024-07-20,2025-07-24,expired,Controlled Room Temp,2024-10-16 08:06:20
INV-004569,OUT-0399,PRD-0010,Levothyroxine 100mcg,BN-202497-5290,1687,38,124,203,145.59,2027-09-10,2024-08-06,in_stock,Controlled Room Temp,2023-05-07 16:22:00
INV-004570,OUT-0424,PRD-0042,Trastuzumab 150mg,BN-202367-6791,960,75,95,250,207.47,2027-03-05,2025-01-02,in_stock,Controlled Room Temp,2023-12-20 09:37:01
INV-004571,OUT-0207,PRD-0015,Hydrochlorothiazide 25mg,BN-202307-9274,545,9,68,457,476.62,2025-01-01,2025-08-23,in_stock,Frozen -20C,2025-01-31 04:47:27
INV-004572,OUT-0044,PRD-0022,Duloxetine 30mg,BN-202418-6894,1341,97,48,116,217.59,2027-01-14,2024-10-27,in_stock,Frozen -20C,2025-05-07 11:47:03
INV-004573,OUT-0222,PRD-0023,Tramadol 50mg,BN-202392-8288,1644,87,147,132,334.35,2025-07-01,2025-03-30,expired,Room Temperature,2025-11-30 21:35:32
INV-004574,OUT-0015,PRD-0030,Clarithromycin 500mg,BN-202504-3445,1887,93,47,283,201.01,2024-05-21,2024-04-15,in_stock,Room Temperature,2023-02-24 05:48:45
INV-004575,OUT-0211,PRD-0002,Ibuprofen 200mg,BN-202435-4097,738,69,148,368,469.28,2025-07-19,2023-03-03,expired,Frozen -20C,2023-06-15 22:02:06
INV-004576,OUT-0269,PRD-0007,Amlodipine 5mg,BN-202359-9094,15,11,169,160,107.15,2026-07-22,2025-03-19,low_stock,Frozen -20C,2024-06-17 03:23:59
INV-004577,OUT-0245,PRD-0050,Valsartan 80mg,BN-202451-5147,819,88,198,220,323.15,2024-09-13,2025-03-26,in_stock,Refrigerated 2-8C,2023-03-22 12:56:22
INV-004578,OUT-0033,PRD-0034,Furosemide 40mg,BN-202417-5241,1520,84,89,109,472.43,2024-08-20,2025-09-23,in_stock,Room Temperature,2025-07-07 16:13:37
INV-004579,OUT-0333,PRD-0038,Insulin Lispro 100U,BN-202400-4380,1579,63,60,266,43.53,2027-07-01,2023-11-07,in_stock,Refrigerated 2-8C,2025-04-05 21:12:57
INV-004580,OUT-0327,PRD-0049,Rosuvastatin 10mg,BN-202431-1055,250,1,167,392,229.2,2027-12-01,2025-04-03,in_stock,Controlled Room Temp,2023-06-10 13:21:00
INV-004581,OUT-0469,PRD-0021,Fluoxetine 20mg,BN-202302-9776,872,56,23,286,239.66,2027-03-26,2025-07-21,in_stock,Refrigerated 2-8C,2023-03-26 09:22:06
INV-004582,OUT-0306,PRD-0018,Montelukast 10mg,BN-202337-5797,1155,35,192,401,2.41,2025-08-20,2023-06-26,expired,Room Temperature,2023-07-25 17:29:49
INV-004583,OUT-0065,PRD-0033,Warfarin 5mg,BN-202442-3840,1443,64,177,240,485.36,2027-11-23,2024-01-30,in_stock,Refrigerated 2-8C,2024-05-19 13:02:39
INV-004584,OUT-0454,PRD-0014,Gabapentin 300mg,BN-202429-4942,1302,42,47,260,330.79,2027-05-21,2024-05-30,in_stock,Frozen -20C,2025-07-18 15:20:01
INV-004585,OUT-0009,PRD-0048,Methylprednisolone 16mg,BN-202497-9259,566,5,101,231,329.39,2024-08-27,2024-02-25,expired,Refrigerated 2-8C,2025-12-26 10:38:24
INV-004586,OUT-0129,PRD-0032,Propranolol 40mg,BN-202394-8105,954,61,14,237,61.36,2027-04-16,2024-08-20,in_stock,Room Temperature,2023-03-21 02:37:06
INV-004587,OUT-0408,PRD-0017,Pantoprazole 40mg,BN-202384-3834,1374,59,96,111,367.82,2026-06-27,2024-06-22,in_stock,Room Temperature,2025-10-05 09:09:59
INV-004588,OUT-0171,PRD-0004,Atorvastatin 20mg,BN-202447-5355,294,74,120,145,194.52,2026-11-12,2025-02-07,in_stock,Frozen -20C,2023-09-12 14:33:23
INV-004589,OUT-0445,PRD-0041,Pembrolizumab 100mg,BN-202406-9600,787,21,159,266,291.75,2027-11-28,2025-01-10,in_stock,Frozen -20C,2024-09-02 11:24:52
INV-004590,OUT-0360,PRD-0034,Furosemide 40mg,BN-202390-6462,511,95,86,374,176.29,2027-04-25,2024-11-18,in_stock,Refrigerated 2-8C,2024-06-10 22:39:11
INV-004591,OUT-0474,PRD-0033,Warfarin 5mg,BN-202316-4750,1582,45,174,228,291.4,2025-07-11,2024-04-28,expired,Room Temperature,2023-10-24 21:31:26
INV-004592,OUT-0385,PRD-0019,Escitalopram 10mg,BN-202506-5409,1872,36,17,70,11.63,2024-03-14,2023-03-05,in_stock,Frozen -20C,2025-02-14 11:35:35
INV-004593,OUT-0164,PRD-0012,Azithromycin 500mg,BN-202372-9045,1136,78,106,56,286.21,2027-06-09,2024-09-09,in_stock,Controlled Room Temp,2025-05-30 01:28:08
INV-004594,OUT-0159,PRD-0016,Clopidogrel 75mg,BN-202379-5899,1425,80,193,68,173.03,2024-06-30,2023-03-12,expired,Room Temperature,2023-04-08 06:40:21
INV-004595,OUT-0145,PRD-0003,Metformin 850mg,BN-202478-4642,386,76,170,385,115.67,2026-09-11,2024-04-20,in_stock,Room Temperature,2024-05-04 02:16:47
INV-004596,OUT-0053,PRD-0038,Insulin Lispro 100U,BN-202309-5833,1481,15,141,427,456.79,2027-05-13,2024-04-07,in_stock,Controlled Room Temp,2024-12-13 23:14:45
INV-004597,OUT-0481,PRD-0017,Pantoprazole 40mg,BN-202351-4113,793,20,173,367,404.02,2026-03-29,2025-03-29,in_stock,Frozen -20C,2025-01-22 10:55:16
INV-004598,OUT-0479,PRD-0028,Ranitidine 150mg,BN-202438-7105,673,47,78,439,457.73,2024-07-17,2023-07-14,in_stock,Refrigerated 2-8C,2025-10-17 00:02:59
INV-004599,OUT-0275,PRD-0015,Hydrochlorothiazide 25mg,BN-202468-6393,1731,80,88,413,105.52,2024-10-01,2023-05-21,expired,Room Temperature,2024-03-11 20:47:20
INV-004600,OUT-0006,PRD-0041,Pembrolizumab 100mg,BN-202402-4496,129,69,25,130,281.6,2027-07-02,2023-05-10,in_stock,Room Temperature,2025-07-20 07:05:31
INV-004601,OUT-0347,PRD-0046,Etanercept 50mg,BN-202389-9871,1680,97,71,248,422.24,2025-09-09,2023-09-21,expired,Frozen -20C,2024-10-15 15:43:46
INV-004602,OUT-0142,PRD-0035,Spironolactone 25mg,BN-202375-7829,166,27,111,497,157.2,2025-12-29,2024-12-07,expired,Room Temperature,2024-03-07 09:18:26
INV-004603,OUT-0396,PRD-0006,Lisinopril 10mg,BN-202456-8912,1938,36,12,331,466.63,2024-04-15,2023-04-08,in_stock,Frozen -20C,2025-08-16 11:28:47
INV-004604,OUT-0344,PRD-0048,Methylprednisolone 16mg,BN-202487-6816,1458,31,127,389,177.05,2025-09-09,2025-07-14,expired,Room Temperature,2025-07-13 16:47:18
INV-004605,OUT-0284,PRD-0002,Ibuprofen 200mg,BN-202400-2399,1337,54,193,269,369.09,2027-03-24,2023-11-25,in_stock,Refrigerated 2-8C,2024-03-25 03:48:21
INV-004606,OUT-0364,PRD-0038,Insulin Lispro 100U,BN-202403-9629,1073,94,140,323,242.82,2025-02-12,2024-08-22,expired,Refrigerated 2-8C,2024-08-29 10:15:27
