policy_id,customer_id,policy_type,policy_number,start_date,end_date,premium_amount,coverage_amount,deductible,status,agent_id,created_at
POL-202450,100299,life,INS-94917906,2024-03-16,2025-03-16,2814.21,922171.58,250,active,AGT-0033,2024-03-09 00:00:00
POL-202451,100161,home,INS-08125706,2023-03-21,2026-03-20,4278.9,933947.53,500,cancelled,AGT-0015,2023-03-11 00:00:00
POL-202452,101083,auto,INS-02982248,2023-03-08,2026-03-07,1225.69,968026.55,1000,active,AGT-0074,2023-02-13 00:00:00
POL-202453,100919,home,INS-97147067,2025-11-23,2027-11-23,2245.15,826309.06,2000,active,AGT-0053,2025-11-04 00:00:00
POL-202454,101662,home,INS-59650002,2024-07-08,2027-07-08,1681.07,683110.02,500,expired,AGT-0027,2024-06-26 00:00:00
POL-202455,101758,auto,INS-19797647,2023-11-18,2025-11-17,769.43,681706.35,5000,expired,AGT-0036,2023-11-04 00:00:00
POL-202456,101909,life,INS-04860165,2023-09-27,2026-09-26,1807.43,957122.31,2000,active,AGT-0093,2023-09-15 00:00:00
POL-202457,101325,health,INS-61246625,2025-05-07,2028-05-06,3928.04,664769.55,250,active,AGT-0087,2025-04-18 00:00:00
POL-202458,100085,home,INS-69512516,2023-04-20,2026-04-19,663.47,428989.69,2500,cancelled,AGT-0159,2023-04-09 00:00:00
POL-202459,101731,life,INS-28026142,2024-06-20,2027-06-20,2533.95,393803.81,2500,cancelled,AGT-0004,2024-05-24 00:00:00
POL-202460,101452,life,INS-28474697,2025-11-15,2028-11-14,1444.54,742056.5,2500,cancelled,AGT-0189,2025-11-14 00:00:00
POL-202461,101046,home,INS-85136819,2024-06-06,2026-06-06,2065.75,297576.01,500,pending,AGT-0007,2024-05-22 00:00:00
POL-202462,101911,health,INS-48044635,2025-01-09,2027-01-09,3930.08,605321.04,5000,cancelled,AGT-0054,2024-12-28 00:00:00
POL-202463,101764,life,INS-80027291,2025-11-07,2028-11-06,435.12,71383.01,5000,expired,AGT-0170,2025-11-02 00:00:00
POL-202464,100915,health,INS-71411212,2024-11-06,2026-11-06,2262.79,838000.64,2500,active,AGT-0127,2024-10-28 00:00:00
POL-202465,100763,home,INS-90588841,2025-01-27,2027-01-27,4402.95,126297.24,500,expired,AGT-0038,2024-12-30 00:00:00
POL-202466,100591,home,INS-93626313,2025-09-15,2028-09-14,2376.19,48152.11,1500,active,AGT-0073,2025-08-18 00:00:00
POL-202467,100678,life,INS-49460781,2024-08-05,2027-08-05,4169.03,573498.73,2500,active,AGT-0068,2024-07-06 00:00:00
POL-202468,101474,auto,INS-82952193,2025-06-12,2027-06-12,706.23,680966.96,1000,cancelled,AGT-0169,2025-05-15 00:00:00
POL-202469,101001,auto,INS-85222931,2023-11-12,2025-11-11,1851.87,228786.9,250,pending,AGT-0199,2023-10-28 00:00:00
POL-202470,100883,health,INS-14231154,2024-06-23,2027-06-23,3684.48,30613.37,1000,active,AGT-0040,2024-05-24 00:00:00
POL-202471,101589,home,INS-79704998,2025-10-02,2026-10-02,3413.72,403327.79,500,cancelled,AGT-0073,2025-09-05 00:00:00
POL-202472,100754,auto,INS-83120605,2024-02-18,2026-02-17,560.93,907338.03,2500,cancelled,AGT-0015,2024-02-07 00:00:00
POL-202473,100580,life,INS-39543284,2024-11-19,2027-11-19,1241.27,296892.15,1000,expired,AGT-0087,2024-10-21 00:00:00
POL-202474,101702,life,INS-51299387,2025-06-10,2026-06-10,4793.19,429723.05,2000,pending,AGT-0170,2025-06-03 00:00:00
POL-202475,100417,life,INS-88431074,2025-09-17,2028-09-16,4854.17,766646.95,1500,expired,AGT-0144,2025-08-21 00:00:00
POL-202476,101603,life,INS-91487642,2023-01-16,2025-01-15,4943.14,746379.9,250,active,AGT-0107,2022-12-22 00:00:00
POL-202477,101470,auto,INS-73009201,2024-08-24,2025-08-24,443.32,97906.48,1000,expired,AGT-0144,2024-08-13 00:00:00
POL-202478,101569,home,INS-88706983,2023-07-11,2026-07-10,3605.08,462223.71,500,active,AGT-0143,2023-06-28 00:00:00
POL-202479,101817,auto,INS-29240116,2024-05-11,2025-05-11,3357.74,426031.63,2000,expired,AGT-0133,2024-04-24 00:00:00
POL-202480,101119,life,INS-28016807,2023-02-20,2024-02-20,215.39,378087.49,5000,expired,AGT-0153,2023-02-17 00:00:00
POL-202481,100191,auto,INS-32819750,2025-01-26,2026-01-26,907.4,170145.77,1000,active,AGT-0157,2025-01-03 00:00:00
POL-202482,100389,home,INS-77218890,2024-03-20,2027-03-20,2195.47,504776.49,250,active,AGT-0001,2024-02-27 00:00:00
POL-202483,101371,home,INS-66505655,2025-07-05,2028-07-04,889.32,658334.46,250,expired,AGT-0158,2025-06-28 00:00:00
POL-202484,101082,life,INS-34002671,2024-08-03,2026-08-03,2622.68,755163.65,1500,cancelled,AGT-0111,2024-07-21 00:00:00
POL-202485,100509,life,INS-61727753,2023-10-04,2026-10-03,89.12,240259.76,2000,expired,AGT-0048,2023-09-24 00:00:00
POL-202486,100382,health,INS-99543161,2025-06-09,2027-06-09,2429.64,157410.31,5000,active,AGT-0071,2025-05-12 00:00:00
POL-202487,100062,life,INS-18698142,2025-08-06,2028-08-05,2816.09,768830.93,5000,active,AGT-0127,2025-07-17 00:00:00
POL-202488,101681,health,INS-18592930,2025-04-12,2026-04-12,2239.6,787046.63,1000,expired,AGT-0175,2025-03-20 00:00:00
POL-202489,101126,health,INS-04492294,2025-06-27,2027-06-27,1399.5,570813.54,1000,active,AGT-0115,2025-06-05 00:00:00
POL-202490,100181,life,INS-68976166,2024-06-10,2026-06-10,4086.46,225054.39,5000,expired,AGT-0181,2024-05-30 00:00:00
POL-202491,100511,auto,INS-11857001,2024-10-31,2026-10-31,4050.03,409341.61,2500,active,AGT-0158,2024-10-22 00:00:00
POL-202492,100021,home,INS-09207378,2025-02-14,2028-02-14,3807.07,848421.66,2000,cancelled,AGT-0069,2025-01-20 00:00:00
POL-202493,101957,health,INS-66557195,2025-03-10,2027-03-10,3354.98,809742.83,250,pending,AGT-0032,2025-02-16 00:00:00
POL-202494,101102,home,INS-57290341,2023-10-12,2026-10-11,3918.44,154435.13,2500,cancelled,AGT-0162,2023-09-13 00:00:00
POL-202495,101323,home,INS-38651767,2024-06-29,2026-06-29,2822.92,145997.19,250,active,AGT-0054,2024-06-21 00:00:00
POL-202496,100996,life,INS-37272590,2023-04-20,2025-04-19,3393.68,73678.61,2000,active,AGT-0078,2023-03-28 00:00:00
POL-202497,101809,life,INS-63593121,2025-10-12,2028-10-11,1260.81,928959.89,5000,active,AGT-0150,2025-09-29 00:00:00
POL-202498,101406,life,INS-51009991,2025-07-09,2028-07-08,2027.0,821251.51,5000,pending,AGT-0118,2025-06-22 00:00:00
POL-202499,100790,auto,INS-29982486,2023-04-21,2025-04-20,1719.75,851232.27,500,pending,AGT-0164,2023-03-28 00:00:00
POL-202500,100981,health,INS-13110358,2024-06-18,2027-06-18,1314.47,605637.82,500,pending,AGT-0058,2024-06-12 00:00:00
POL-202501,100957,auto,INS-07710912,2025-01-22,2027-01-22,581.49,962507.53,1000,active,AGT-0065,2024-12-27 00:00:00
POL-202502,100519,home,INS-04593879,2023-03-28,2024-03-27,1494.6,96902.33,2500,expired,AGT-0114,2023-03-19 00:00:00
POL-202503,100934,auto,INS-59638453,2025-01-25,2026-01-25,301.01,332539.16,2500,expired,AGT-0147,2025-01-08 00:00:00
POL-202504,100712,auto,INS-54681966,2024-11-27,2026-11-27,1901.63,110268.9,500,active,AGT-0141,2024-11-16 00:00:00
POL-202505,100102,auto,INS-23003736,2024-06-22,2025-06-22,4566.58,834626.11,2500,expired,AGT-0122,2024-05-24 00:00:00
POL-202506,100867,health,INS-37570815,2024-02-24,2025-02-23,4278.33,674902.02,2500,expired,AGT-0200,2024-02-15 00:00:00
POL-202507,100264,home,INS-18077833,2024-02-23,2027-02-22,524.15,408189.62,2500,cancelled,AGT-0158,2024-02-20 00:00:00
POL-202508,101509,health,INS-68261446,2023-03-30,2024-03-29,1849.97,135640.55,250,expired,AGT-0090,2023-03-15 00:00:00
POL-202509,101844,life,INS-45575310,2025-04-12,2027-04-12,3109.77,30720.3,5000,active,AGT-0005,2025-03-20 00:00:00
POL-202510,100370,life,INS-02668974,2025-05-29,2026-05-29,4789.52,803755.46,500,active,AGT-0129,2025-05-02 00:00:00
POL-202511,100397,auto,INS-27571489,2024-10-01,2025-10-01,3156.18,484343.51,2500,expired,AGT-0032,2024-09-23 00:00:00
POL-202512,100083,health,INS-12552916,2023-06-07,2024-06-06,2996.93,161611.3,500,active,AGT-0141,2023-05-19 00:00:00
POL-202513,100934,life,INS-53979447,2024-11-25,2025-11-25,4124.38,119128.78,1500,active,AGT-0040,2024-11-23 00:00:00
POL-202514,100581,home,INS-40158668,2023-06-19,2026-06-18,674.98,289183.78,5000,active,AGT-0106,2023-06-05 00:00:00
POL-202515,100843,life,INS-49272545,2025-03-26,2026-03-26,918.89,209233.85,250,pending,AGT-0092,2025-03-15 00:00:00
POL-202516,101045,auto,INS-28324023,2025-05-07,2026-05-07,1290.21,332604.61,1000,active,AGT-0117,2025-05-02 00:00:00
POL-202517,101832,auto,INS-08912294,2024-05-10,2026-05-10,3163.83,478338.64,250,active,AGT-0186,2024-04-29 00:00:00
POL-202518,100231,auto,INS-39715010,2023-01-16,2025-01-15,4521.93,847004.14,2500,pending,AGT-0141,2022-12-31 00:00:00
POL-202519,100086,health,INS-23941429,2023-01-06,2025-01-05,2338.68,85255.18,250,pending,AGT-0022,2022-12-14 00:00:00
POL-202520,101071,auto,INS-00940177,2025-02-23,2027-02-23,4354.03,602840.01,5000,active,AGT-0062,2025-02-11 00:00:00
POL-202521,101638,home,INS-49192832,2024-04-15,2027-04-15,4599.26,26531.03,5000,active,AGT-0136,2024-04-05 00:00:00
POL-202522,101504,life,INS-49511096,2023-06-17,2025-06-16,1687.69,819522.48,1500,expired,AGT-0049,2023-06-12 00:00:00
POL-202523,101763,auto,INS-70249116,2025-12-17,2026-12-17,208.73,278695.54,1500,expired,AGT-0106,2025-11-23 00:00:00
POL-202524,101083,life,INS-99347877,2024-11-08,2027-11-08,596.33,34304.33,2500,active,AGT-0018,2024-10-11 00:00:00
POL-202525,101587,auto,INS-62974679,2024-10-23,2027-10-23,1558.67,509380.01,5000,active,AGT-0013,2024-10-03 00:00:00
POL-202526,100454,home,INS-30721782,2024-08-05,2026-08-05,3884.71,726170.94,500,pending,AGT-0052,2024-07-11 00:00:00
POL-202527,100488,auto,INS-19279006,2024-10-08,2026-10-08,3557.91,374621.46,1000,active,AGT-0180,2024-09-10 00:00:00
POL-202528,100109,auto,INS-84642873,2024-07-31,2025-07-31,2057.82,990945.32,500,active,AGT-0115,2024-07-29 00:00:00
POL-202529,101311,home,INS-45763587,2023-07-16,2025-07-15,103.08,966990.34,1000,active,AGT-0029,2023-06-19 00:00:00
POL-202530,100377,life,INS-31113549,2023-12-14,2026-12-13,4497.69,836327.49,500,cancelled,AGT-0161,2023-11-17 00:00:00
POL-202531,101158,health,INS-25867456,2023-07-09,2025-07-08,3227.62,848381.36,1000,active,AGT-0028,2023-06-24 00:00:00
POL-202532,100776,health,INS-44313281,2025-02-06,2026-02-06,1805.3,103449.81,2500,active,AGT-0177,2025-01-12 00:00:00
POL-202533,101153,home,INS-56136823,2023-03-04,2026-03-03,392.49,66633.23,1000,expired,AGT-0151,2023-03-01 00:00:00
POL-202534,101587,health,INS-32904608,2024-01-23,2025-01-22,3601.5,82899.71,2000,active,AGT-0097,2024-01-13 00:00:00
POL-202535,101319,health,INS-46740724,2023-02-27,2026-02-26,3030.68,818455.19,2500,active,AGT-0099,2023-02-15 00:00:00
POL-202536,101443,life,INS-80187999,2024-12-27,2025-12-27,4896.63,340708.46,500,pending,AGT-0095,2024-12-12 00:00:00
POL-202537,100044,health,INS-71790848,2025-02-21,2027-02-21,83.2,268350.14,500,cancelled,AGT-0121,2025-02-03 00:00:00
POL-202538,101804,life,INS-15277115,2025-05-21,2026-05-21,3280.14,724025.82,1500,active,AGT-0170,2025-04-24 00:00:00
POL-202539,100328,health,INS-27507361,2023-02-23,2024-02-23,4892.06,831892.81,2500,active,AGT-0190,2023-01-27 00:00:00
POL-202540,101965,auto,INS-32040632,2023-09-06,2026-09-05,2208.74,862133.56,250,expired,AGT-0007,2023-08-17 00:00:00
POL-202541,101815,home,INS-23628197,2025-06-11,2026-06-11,2958.79,77323.19,1000,cancelled,AGT-0001,2025-05-15 00:00:00
POL-202542,101139,auto,INS-99111307,2025-08-15,2026-08-15,292.5,204341.64,500,active,AGT-0104,2025-07-24 00:00:00
POL-202543,100345,auto,INS-36619671,2024-12-06,2027-12-06,3351.54,528643.98,1500,cancelled,AGT-0127,2024-11-10 00:00:00
POL-202544,100102,auto,INS-97969781,2024-07-22,2027-07-22,2963.91,142790.34,1500,expired,AGT-0026,2024-07-18 00:00:00
POL-202545,101154,life,INS-62667141,2025-05-24,2028-05-23,3297.39,737896.73,1500,active,AGT-0008,2025-05-08 00:00:00
POL-202546,100921,home,INS-68265970,2024-10-13,2027-10-13,1841.98,698410.4,2000,expired,AGT-0152,2024-09-16 00:00:00
POL-202547,100343,home,INS-07321271,2023-03-17,2025-03-16,4333.34,902562.97,250,pending,AGT-0095,2023-03-04 00:00:00
POL-202548,100492,health,INS-21519709,2024-08-01,2027-08-01,2676.7,673516.87,500,active,AGT-0013,2024-07-16 00:00:00
POL-202549,100731,auto,INS-62731673,2025-05-19,2027-05-19,3747.69,880487.91,2500,expired,AGT-0164,2025-05-03 00:00:00
POL-202550,100388,life,INS-49928426,2023-09-05,2026-09-04,697.05,121875.59,2500,active,AGT-0131,2023-08-21 00:00:00
POL-202551,101934,life,INS-78617840,2025-10-19,2027-10-19,3055.7,380077.75,2000,pending,AGT-0171,2025-09-27 00:00:00
POL-202552,101936,life,INS-54851206,2024-09-20,2025-09-20,2708.38,379115.27,2000,expired,AGT-0121,2024-08-26 00:00:00
POL-202553,100255,home,INS-12687370,2024-12-19,2025-12-19,3876.46,843929.86,2000,active,AGT-0179,2024-12-06 00:00:00
POL-202554,101827,life,INS-14498771,2025-05-22,2028-05-21,2910.75,157216.81,5000,active,AGT-0148,2025-05-19 00:00:00
POL-202555,101165,health,INS-58927812,2024-01-23,2025-01-22,1879.33,681461.39,500,expired,AGT-0063,2023-12-29 00:00:00
POL-202556,101137,health,INS-59833991,2024-03-19,2025-03-19,1638.64,399381.72,500,expired,AGT-0189,2024-02-24 00:00:00
POL-202557,101604,health,INS-97936864,2025-02-04,2026-02-04,1215.34,844671.63,500,active,AGT-0044,2025-02-02 00:00:00
POL-202558,100279,life,INS-21511261,2025-10-02,2027-10-02,2426.27,132651.19,500,expired,AGT-0104,2025-09-13 00:00:00
POL-202559,101751,home,INS-09128277,2024-08-17,2027-08-17,1873.53,457537.06,2000,pending,AGT-0033,2024-08-12 00:00:00
POL-202560,101186,home,INS-56539983,2023-06-19,2025-06-18,3241.71,515576.38,1000,pending,AGT-0003,2023-05-24 00:00:00
POL-202561,100501,life,INS-76732642,2025-06-18,2027-06-18,4190.66,647728.53,250,active,AGT-0124,2025-05-26 00:00:00
POL-202562,101353,health,INS-66773014,2025-09-15,2028-09-14,440.44,307649.03,250,pending,AGT-0172,2025-09-05 00:00:00
POL-202563,100434,life,INS-23527943,2024-10-15,2025-10-15,1781.22,507875.26,2500,active,AGT-0177,2024-10-04 00:00:00
POL-202564,101014,life,INS-40716276,2023-03-06,2026-03-05,746.58,969003.08,500,active,AGT-0070,2023-02-17 00:00:00
POL-202565,100071,home,INS-64784860,2025-02-18,2028-02-18,3524.06,379428.27,2500,active,AGT-0107,2025-02-12 00:00:00
POL-202566,101807,life,INS-56413106,2024-02-08,2025-02-07,2904.26,412867.28,1500,cancelled,AGT-0118,2024-02-07 00:00:00
POL-202567,101652,life,INS-66029729,2024-10-26,2025-10-26,2028.69,761426.87,500,cancelled,AGT-0149,2024-10-05 00:00:00
POL-202568,101876,life,INS-45135609,2024-06-28,2025-06-28,349.19,719685.39,250,active,AGT-0125,2024-06-03 00:00:00
POL-202569,101534,health,INS-90148068,2024-06-17,2027-06-17,1005.11,285621.06,2000,active,AGT-0001,2024-06-13 00:00:00
POL-202570,101743,auto,INS-10659503,2025-10-31,2028-10-30,4392.59,618803.13,2000,cancelled,AGT-0160,2025-10-10 00:00:00
POL-202571,100233,home,INS-63262375,2023-11-15,2026-11-14,2951.81,376013.82,1000,active,AGT-0079,2023-10-20 00:00:00
POL-202572,101030,auto,INS-05432260,2023-07-26,2024-07-25,1658.51,504489.66,5000,active,AGT-0118,2023-07-14 00:00:00
POL-202573,100811,auto,INS-27846240,2023-07-09,2025-07-08,1467.15,933690.92,2500,active,AGT-0048,2023-06-29 00:00:00
POL-202574,101705,life,INS-68375945,2024-10-24,2026-10-24,2110.32,171039.72,500,pending,AGT-0060,2024-10-13 00:00:00
POL-202575,101453,life,INS-87023071,2025-03-08,2028-03-07,3560.52,177920.99,2500,active,AGT-0073,2025-03-07 00:00:00
POL-202576,101004,auto,INS-05640067,2025-06-29,2026-06-29,3348.72,236783.15,1500,active,AGT-0016,2025-05-30 00:00:00
POL-202577,101950,life,INS-41586795,2024-06-14,2026-06-14,3441.64,723534.9,250,active,AGT-0064,2024-05-15 00:00:00
POL-202578,101169,auto,INS-24087415,2023-04-16,2025-04-15,2911.54,776052.68,250,active,AGT-0087,2023-04-11 00:00:00
POL-202579,100153,life,INS-50757644,2023-06-24,2026-06-23,927.74,913504.13,500,active,AGT-0028,2023-06-08 00:00:00
POL-202580,100693,health,INS-96392148,2023-05-18,2025-05-17,2597.25,906391.6,1000,active,AGT-0171,2023-04-21 00:00:00
POL-202581,100176,life,INS-19642404,2024-07-06,2025-07-06,999.14,677370.27,1500,active,AGT-0188,2024-06-10 00:00:00
POL-202582,100026,home,INS-36545191,2025-11-26,2027-11-26,4903.59,601309.45,250,active,AGT-0111,2025-11-03 00:00:00
POL-202583,101555,life,INS-60022265,2023-08-27,2025-08-26,3251.65,107914.87,1000,expired,AGT-0141,2023-08-21 00:00:00
POL-202584,101159,auto,INS-67992662,2024-11-05,2025-11-05,3701.74,310977.56,500,active,AGT-0150,2024-10-08 00:00:00
POL-202585,100238,auto,INS-43417814,2024-08-02,2025-08-02,2873.62,911383.56,1000,expired,AGT-0075,2024-07-29 00:00:00
POL-202586,100583,auto,INS-80896586,2023-06-22,2024-06-21,4087.06,961862.75,2500,expired,AGT-0148,2023-06-03 00:00:00
POL-202587,100389,auto,INS-14692119,2024-08-05,2025-08-05,2090.33,162297.87,250,cancelled,AGT-0182,2024-08-04 00:00:00
POL-202588,100222,health,INS-36875741,2024-09-10,2025-09-10,803.13,623087.03,2000,expired,AGT-0180,2024-08-31 00:00:00
POL-202589,100893,health,INS-22876704,2025-04-05,2027-04-05,3139.99,548321.54,2500,expired,AGT-0119,2025-03-30 00:00:00
POL-202590,101925,auto,INS-44718694,2024-05-21,2027-05-21,1958.65,888046.1,1000,pending,AGT-0027,2024-04-21 00:00:00
POL-202591,100853,life,INS-13904080,2024-07-13,2027-07-13,3214.36,132516.55,1000,active,AGT-0039,2024-06-19 00:00:00
POL-202592,100233,auto,INS-86283557,2023-07-14,2024-07-13,993.91,522208.55,500,active,AGT-0092,2023-07-01 00:00:00
POL-202593,101698,home,INS-14270931,2024-04-27,2026-04-27,956.0,258198.59,2500,pending,AGT-0187,2024-04-22 00:00:00
POL-202594,100303,life,INS-91212595,2025-03-19,2026-03-19,4716.21,481847.45,250,expired,AGT-0200,2025-03-13 00:00:00
POL-202595,100021,home,INS-35324126,2024-10-03,2025-10-03,4689.6,967849.86,1000,active,AGT-0138,2024-09-19 00:00:00
POL-202596,100904,auto,INS-66206856,2025-07-06,2027-07-06,1955.08,317827.41,500,expired,AGT-0188,2025-06-29 00:00:00
POL-202597,101335,health,INS-60902885,2025-05-23,2028-05-22,2005.94,475068.21,250,pending,AGT-0180,2025-04-24 00:00:00
POL-202598,101835,health,INS-41111201,2025-09-23,2026-09-23,421.44,454333.11,1000,active,AGT-0075,2025-08-27 00:00:00
POL-202599,101410,auto,INS-50261554,2023-02-11,2024-02-11,4171.17,701968.41,5000,active,AGT-0019,2023-02-10 00:00:00
POL-202600,101409,health,INS-27714104,2023-10-24,2025-10-23,4001.48,806283.65,500,active,AGT-0047,2023-10-10 00:00:00
POL-202601,100710,life,INS-52887646,2023-05-13,2025-05-12,3737.46,669762.2,2000,expired,AGT-0054,2023-04-24 00:00:00
POL-202602,100365,health,INS-88090495,2025-06-08,2028-06-07,4769.84,712481.69,500,expired,AGT-0082,2025-05-16 00:00:00
POL-202603,100380,home,INS-26051854,2023-07-31,2026-07-30,887.83,928626.6,2000,active,AGT-0098,2023-07-10 00:00:00
POL-202604,100393,home,INS-64137281,2025-07-29,2028-07-28,3272.0,520813.12,1500,cancelled,AGT-0189,2025-06-29 00:00:00
POL-202605,100082,life,INS-12231448,2024-01-05,2027-01-04,4388.2,358758.96,1500,cancelled,AGT-0060,2024-01-02 00:00:00
POL-202606,101068,life,INS-86366802,2024-04-26,2025-04-26,4112.06,728212.81,2500,expired,AGT-0048,2024-04-04 00:00:00
POL-202607,100166,home,INS-95548599,2024-10-14,2025-10-14,1596.68,472903.47,250,active,AGT-0121,2024-09-16 00:00:00
POL-202608,101343,auto,INS-75265700,2025-10-12,2027-10-12,1906.03,725982.12,2000,pending,AGT-0077,2025-09-23 00:00:00
POL-202609,100579,health,INS-56284432,2024-02-10,2026-02-09,2307.54,509523.09,2500,pending,AGT-0033,2024-01-16 00:00:00
POL-202610,100145,home,INS-90811609,2023-01-24,2025-01-23,4564.17,364818.95,2000,cancelled,AGT-0066,2023-01-06 00:00:00
POL-202611,100573,life,INS-62939561,2024-07-23,2027-07-23,898.01,901222.49,2000,active,AGT-0026,2024-07-16 00:00:00
POL-202612,101674,home,INS-36151003,2023-03-12,2026-03-11,1670.66,76647.68,1000,active,AGT-0106,2023-03-05 00:00:00
POL-202613,101351,life,INS-74921209,2023-08-13,2026-08-12,3534.8,917563.82,250,expired,AGT-0128,2023-08-03 00:00:00
POL-202614,100702,auto,INS-69860077,2024-04-16,2026-04-16,1185.42,758746.72,2500,expired,AGT-0086,2024-03-23 00:00:00
POL-202615,100063,life,INS-57155562,2023-05-13,2025-05-12,1224.89,884073.76,500,active,AGT-0067,2023-05-08 00:00:00
POL-202616,100860,health,INS-39476469,2025-10-25,2027-10-25,4348.46,958210.44,2500,active,AGT-0174,2025-10-19 00:00:00
POL-202617,100444,auto,INS-14578590,2023-10-14,2026-10-13,446.88,72496.96,5000,cancelled,AGT-0160,2023-09-23 00:00:00
POL-202618,101486,home,INS-95198095,2024-12-24,2026-12-24,3389.99,744306.34,5000,expired,AGT-0036,2024-11-27 00:00:00
POL-202619,100246,auto,INS-99056032,2023-11-27,2025-11-26,3758.56,948510.89,1500,active,AGT-0128,2023-10-29 00:00:00
POL-202620,101673,home,INS-66251031,2023-05-25,2024-05-24,1563.78,842850.07,500,active,AGT-0027,2023-04-26 00:00:00
POL-202621,100034,health,INS-53087033,2023-11-28,2024-11-27,316.5,437664.91,5000,active,AGT-0149,2023-10-30 00:00:00
POL-202622,100532,auto,INS-02467769,2023-02-24,2024-02-24,4079.49,537221.65,2000,cancelled,AGT-0063,2023-02-01 00:00:00
POL-202623,100856,life,INS-68870641,2025-02-01,2028-02-01,508.76,47060.19,250,active,AGT-0129,2025-01-27 00:00:00
POL-202624,100624,auto,INS-08091072,2024-06-01,2025-06-01,2742.67,453261.97,500,expired,AGT-0109,2024-05-29 00:00:00
POL-202625,100870,health,INS-99672248,2025-12-27,2027-12-27,3225.57,636012.5,500,cancelled,AGT-0073,2025-12-08 00:00:00
POL-202626,101243,health,INS-55157034,2023-01-23,2024-01-23,3340.46,963018.8,1000,active,AGT-0080,2023-01-01 00:00:00
POL-202627,101015,life,INS-34917100,2024-03-12,2027-03-12,1064.41,312381.01,250,active,AGT-0093,2024-03-09 00:00:00
POL-202628,101784,auto,INS-35705833,2023-02-12,2025-02-11,4225.1,11924.85,250,expired,AGT-0029,2023-02-05 00:00:00
POL-202629,100250,home,INS-49437475,2024-11-19,2026-11-19,1703.09,747746.71,2000,active,AGT-0013,2024-10-26 00:00:00
POL-202630,100968,home,INS-06368539,2023-09-19,2026-09-18,1198.51,960495.7,1500,cancelled,AGT-0178,2023-09-04 00:00:00
POL-202631,100268,auto,INS-92863693,2025-09-28,2027-09-28,3984.81,85987.61,2000,cancelled,AGT-0154,2025-08-30 00:00:00
POL-202632,101554,health,INS-41152564,2025-07-18,2027-07-18,2146.42,738194.45,1000,cancelled,AGT-0056,2025-07-01 00:00:00
POL-202633,100984,health,INS-16506433,2023-06-06,2024-06-05,3959.68,610406.75,250,expired,AGT-0147,2023-05-29 00:00:00
POL-202634,101259,health,INS-05406965,2023-11-26,2024-11-25,1424.79,481785.99,250,active,AGT-0030,2023-11-07 00:00:00
POL-202635,100518,life,INS-14826827,2024-11-30,2027-11-30,2531.39,930098.79,5000,cancelled,AGT-0166,2024-11-06 00:00:00
POL-202636,101619,health,INS-25639300,2024-04-02,2026-04-02,611.67,559965.39,2500,active,AGT-0149,2024-03-11 00:00:00
POL-202637,100825,life,INS-92241177,2023-03-24,2024-03-23,3150.57,797405.57,1000,cancelled,AGT-0082,2023-03-07 00:00:00
POL-202638,100679,home,INS-15536731,2023-08-06,2026-08-05,3205.92,246041.72,1500,expired,AGT-0009,2023-07-25 00:00:00
POL-202639,101845,life,INS-74211521,2024-09-18,2027-09-18,996.51,243182.88,500,active,AGT-0173,2024-08-30 00:00:00
POL-202640,100648,life,INS-92693609,2023-03-05,2025-03-04,1178.12,320873.29,1500,cancelled,AGT-0003,2023-02-28 00:00:00
POL-202641,100112,health,INS-97073995,2023-06-02,2025-06-01,1026.24,563332.88,1000,active,AGT-0176,2023-05-04 00:00:00
POL-202642,100710,life,INS-51310398,2024-12-14,2027-12-14,1716.05,226855.05,1000,active,AGT-0195,2024-11-16 00:00:00
POL-202643,100074,health,INS-68863594,2025-11-23,2028-11-22,2987.73,419047.92,1500,expired,AGT-0129,2025-10-26 00:00:00
POL-202644,101077,home,INS-12307567,2023-10-05,2024-10-04,3823.32,40970.76,250,active,AGT-0036,2023-09-13 00:00:00
POL-202645,101365,auto,INS-45377096,2024-07-21,2025-07-21,3856.69,622364.85,1500,cancelled,AGT-0018,2024-07-17 00:00:00
POL-202646,101603,home,INS-42256385,2024-08-27,2026-08-27,572.97,449157.16,2500,active,AGT-0178,2024-08-26 00:00:00
POL-202647,101828,life,INS-16031219,2023-07-14,2024-07-13,4765.19,985715.47,2000,active,AGT-0124,2023-07-11 00:00:00
POL-202648,101069,health,INS-14423814,2024-06-10,2026-06-10,787.23,439069.64,5000,active,AGT-0128,2024-06-08 00:00:00
POL-202649,101425,life,INS-54032741,2025-04-28,2027-04-28,456.71,807152.35,250,expired,AGT-0120,2025-04-03 00:00:00
POL-202650,100029,home,INS-54642255,2024-05-11,2025-05-11,1665.18,778792.51,2500,active,AGT-0076,2024-05-03 00:00:00
POL-202651,101610,auto,INS-92271920,2025-08-07,2026-08-07,716.29,841706.37,2500,active,AGT-0136,2025-07-19 00:00:00
POL-202652,101257,health,INS-74411486,2024-06-09,2027-06-09,4065.86,682523.34,5000,active,AGT-0199,2024-06-07 00:00:00
POL-202653,100535,home,INS-29783284,2025-11-17,2026-11-17,4023.86,447887.38,2000,cancelled,AGT-0129,2025-10-18 00:00:00
POL-202654,101209,home,INS-53812916,2024-06-18,2026-06-18,4215.33,169235.41,1500,active,AGT-0136,2024-06-14 00:00:00
POL-202655,100216,home,INS-60400989,2023-05-02,2024-05-01,2582.71,770125.76,1000,active,AGT-0064,2023-04-29 00:00:00
