test_id,batch_id,test_type,test_date,result_value,unit,specification_min,specification_max,pass_fail,analyst_id,equipment_id,lab_id,deviation_id,notes,created_at
TST-003877,BAT-000014,potency,2025-08-27,101.06,%,95.0,105.0,pass,ANL-011,EQP-0051,LAB-005,,,2025-08-28 05:31:46
TST-003878,BAT-000588,stability,2023-06-08,95.18,%,90.0,110.0,pass,ANL-030,EQP-0045,LAB-013,,Minor deviation noted,2023-06-08 05:53:31
TST-003879,BAT-000039,dissolution,2025-06-10,90.29,%,80.0,100.0,pass,ANL-017,EQP-0011,LAB-006,,Sample re-prepared,2025-06-10 09:29:52
TST-003880,BAT-002995,purity,2024-01-01,100.86,%,98.0,100.0,fail,ANL-012,EQP-0033,LAB-013,DEV-9124,Deviation logged,2024-01-01 08:19:31
TST-003881,BAT-001160,purity,2025-10-06,99.01,%,98.0,100.0,pass,ANL-040,EQP-0063,LAB-013,,Sample re-prepared,2025-10-07 01:17:49
TST-003882,BAT-001756,dissolution,2023-05-20,95.93,%,80.0,100.0,pass,ANL-028,EQP-0088,LAB-014,,Retest performed,2023-05-20 11:06:16
TST-003883,BAT-001552,purity,2023-06-21,99.54,%,98.0,100.0,pass,ANL-012,EQP-0083,LAB-009,,Within spec,2023-06-21 06:41:26
TST-003884,BAT-002749,microbial,2025-06-08,13.0,CFU/g,0,100,pass,ANL-007,EQP-0089,LAB-014,,Retest performed,2025-06-08 09:44:42
TST-003885,BAT-000518,stability,2023-12-18,99.05,%,90.0,110.0,pass,ANL-009,EQP-0067,LAB-009,,Sample re-prepared,2023-12-19 01:25:24
TST-003886,BAT-002057,potency,2025-11-20,99.42,%,95.0,105.0,pass,ANL-007,EQP-0040,LAB-004,,Within spec,2025-11-20 21:26:32
TST-003887,BAT-002716,purity,2024-06-26,99.06,%,98.0,100.0,pass,ANL-003,EQP-0002,LAB-011,,,2024-06-26 20:06:46
TST-003888,BAT-002356,identity,2025-03-13,0.9941,ratio,0.98,1.02,pass,ANL-037,EQP-0089,LAB-009,,Minor deviation noted,2025-03-13 15:46:35
TST-003889,BAT-002222,stability,2025-04-24,97.68,%,90.0,110.0,pass,ANL-021,EQP-0031,LAB-005,,,2025-04-24 08:56:14
TST-003890,BAT-002029,identity,2023-01-01,0.9787,ratio,0.98,1.02,fail,ANL-042,EQP-0005,LAB-013,DEV-9263,Deviation logged,2023-01-02 00:41:09
TST-003891,BAT-000290,stability,2023-04-15,94.85,%,90.0,110.0,pass,ANL-008,EQP-0084,LAB-003,,Within spec,2023-04-15 17:49:34
TST-003892,BAT-001882,microbial,2025-04-09,22.0,CFU/g,0,100,pass,ANL-028,EQP-0083,LAB-003,,,2025-04-09 15:35:37
TST-003893,BAT-001731,stability,2025-08-07,96.84,%,90.0,110.0,pass,ANL-011,EQP-0031,LAB-015,,,2025-08-07 22:23:17
TST-003894,BAT-002172,dissolution,2024-04-18,89.8,%,80.0,100.0,pass,ANL-026,EQP-0009,LAB-002,,Retest performed,2024-04-18 09:40:11
TST-003895,BAT-002327,identity,2024-05-07,0.9948,ratio,0.98,1.02,pass,ANL-005,EQP-0088,LAB-014,,,2024-05-07 09:49:54
TST-003896,BAT-001807,potency,2024-04-02,103.82,%,95.0,105.0,pass,ANL-042,EQP-0090,LAB-005,,Retest performed,2024-04-02 15:34:28
TST-003897,BAT-001489,purity,2024-08-22,100.12,%,98.0,100.0,fail,ANL-005,EQP-0030,LAB-003,DEV-2178,Retest required,2024-08-22 22:51:41
TST-003898,BAT-002806,microbial,2023-06-20,24.0,CFU/g,0,100,pass,ANL-003,EQP-0039,LAB-014,,,2023-06-20 14:24:49
TST-003899,BAT-001473,stability,2023-06-18,99.96,%,90.0,110.0,pass,ANL-004,EQP-0063,LAB-003,,,2023-06-18 17:37:23
TST-003900,BAT-000254,stability,2024-08-14,91.84,%,90.0,110.0,pass,ANL-027,EQP-0038,LAB-012,,,2024-08-14 11:45:17
TST-003901,BAT-002625,stability,2024-03-23,99.36,%,90.0,110.0,pass,ANL-004,EQP-0044,LAB-009,,,2024-03-23 12:17:24
TST-003902,BAT-001206,dissolution,2023-06-10,89.55,%,80.0,100.0,pass,ANL-031,EQP-0018,LAB-010,,,2023-06-10 06:15:54
TST-003903,BAT-000655,microbial,2025-08-22,16.0,CFU/g,0,100,pass,ANL-028,EQP-0056,LAB-013,,,2025-08-22 23:57:47
TST-003904,BAT-002447,stability,2023-09-10,97.88,%,90.0,110.0,pass,ANL-034,EQP-0096,LAB-004,,Retest performed,2023-09-10 05:29:58
TST-003905,BAT-001293,microbial,2024-05-14,14.0,CFU/g,0,100,pass,ANL-040,EQP-0014,LAB-013,,Sample re-prepared,2024-05-14 19:47:26
TST-003906,BAT-000845,stability,2024-06-30,93.99,%,90.0,110.0,pass,ANL-017,EQP-0047,LAB-013,,Within spec,2024-06-30 11:03:54
TST-003907,BAT-000849,microbial,2025-04-08,2.0,CFU/g,0,100,pass,ANL-008,EQP-0051,LAB-010,,,2025-04-08 09:31:28
TST-003908,BAT-001570,identity,2024-11-13,0.9916,ratio,0.98,1.02,pass,ANL-028,EQP-0072,LAB-015,,Sample re-prepared,2024-11-13 06:40:04
TST-003909,BAT-002474,identity,2023-10-10,0.9934,ratio,0.98,1.02,pass,ANL-034,EQP-0005,LAB-008,,Minor deviation noted,2023-10-10 07:09:43
TST-003910,BAT-001351,stability,2025-10-26,106.66,%,90.0,110.0,pass,ANL-023,EQP-0081,LAB-002,,,2025-10-26 09:09:40
TST-003911,BAT-000381,dissolution,2024-03-08,85.43,%,80.0,100.0,pass,ANL-010,EQP-0014,LAB-004,,Minor deviation noted,2024-03-09 00:28:20
TST-003912,BAT-000051,stability,2023-08-18,102.06,%,90.0,110.0,pass,ANL-046,EQP-0076,LAB-005,,Retest performed,2023-08-18 09:58:00
TST-003913,BAT-001906,identity,2023-10-12,1.0013,ratio,0.98,1.02,pass,ANL-021,EQP-0086,LAB-008,,Sample re-prepared,2023-10-12 21:30:14
TST-003914,BAT-002456,microbial,2025-06-26,15.0,CFU/g,0,100,pass,ANL-021,EQP-0009,LAB-002,,,2025-06-26 19:37:32
TST-003915,BAT-002165,microbial,2024-01-23,22.0,CFU/g,0,100,pass,ANL-026,EQP-0097,LAB-015,,Within spec,2024-01-23 21:27:50
TST-003916,BAT-002528,microbial,2024-11-01,118.0,CFU/g,0,100,fail,ANL-018,EQP-0064,LAB-002,DEV-2098,Deviation logged,2024-11-01 17:42:12
TST-003917,BAT-002807,identity,2025-06-16,0.9948,ratio,0.98,1.02,pass,ANL-032,EQP-0085,LAB-014,,,2025-06-16 17:18:17
TST-003918,BAT-002357,dissolution,2025-09-04,88.98,%,80.0,100.0,pass,ANL-006,EQP-0034,LAB-001,,Minor deviation noted,2025-09-04 22:33:07
TST-003919,BAT-001859,dissolution,2023-05-11,96.91,%,80.0,100.0,pass,ANL-007,EQP-0019,LAB-015,,Retest performed,2023-05-12 03:16:11
TST-003920,BAT-001033,potency,2024-05-20,101.1,%,95.0,105.0,pass,ANL-009,EQP-0077,LAB-004,,Sample re-prepared,2024-05-20 22:17:38
TST-003921,BAT-000553,stability,2024-09-22,97.56,%,90.0,110.0,pass,ANL-013,EQP-0090,LAB-011,,,2024-09-22 06:18:20
TST-003922,BAT-001334,stability,2023-10-08,103.11,%,90.0,110.0,pass,ANL-044,EQP-0029,LAB-003,,Sample re-prepared,2023-10-08 18:58:53
TST-003923,BAT-000378,stability,2025-08-18,102.89,%,90.0,110.0,pass,ANL-030,EQP-0033,LAB-010,,,2025-08-18 05:15:05
TST-003924,BAT-002619,identity,2025-08-05,0.9975,ratio,0.98,1.02,pass,ANL-029,EQP-0091,LAB-010,,,2025-08-05 13:05:43
TST-003925,BAT-002119,potency,2024-07-04,103.53,%,95.0,105.0,pass,ANL-017,EQP-0063,LAB-001,,Sample re-prepared,2024-07-04 08:24:34
TST-003926,BAT-002899,stability,2025-05-17,89.94,%,90.0,110.0,fail,ANL-037,EQP-0054,LAB-011,DEV-1074,Retest required,2025-05-18 02:20:51
TST-003927,BAT-000102,dissolution,2024-09-26,87.67,%,80.0,100.0,pass,ANL-015,EQP-0051,LAB-014,,Within spec,2024-09-26 18:41:01
TST-003928,BAT-000197,microbial,2024-12-03,10.0,CFU/g,0,100,pass,ANL-029,EQP-0011,LAB-015,,,2024-12-03 23:49:19
TST-003929,BAT-002285,microbial,2023-10-01,52.0,CFU/g,0,100,pass,ANL-016,EQP-0016,LAB-001,,Minor deviation noted,2023-10-02 02:29:17
TST-003930,BAT-002237,stability,2023-09-25,90.9,%,90.0,110.0,pass,ANL-029,EQP-0064,LAB-013,,,2023-09-26 01:05:06
TST-003931,BAT-002208,microbial,2023-04-25,65.0,CFU/g,0,100,pass,ANL-033,EQP-0020,LAB-015,,Minor deviation noted,2023-04-25 02:29:35
TST-003932,BAT-001143,purity,2023-09-11,101.35,%,98.0,100.0,fail,ANL-009,EQP-0060,LAB-008,DEV-9501,OOS investigation initiated,2023-09-11 21:09:25
TST-003933,BAT-000464,stability,2024-12-21,97.67,%,90.0,110.0,pass,ANL-044,EQP-0062,LAB-009,,,2024-12-21 17:53:32
TST-003934,BAT-000776,stability,2025-04-26,107.84,%,90.0,110.0,pass,ANL-011,EQP-0035,LAB-003,,,2025-04-26 09:43:28
TST-003935,BAT-001431,microbial,2023-05-06,6.0,CFU/g,0,100,pass,ANL-021,EQP-0008,LAB-012,,Minor deviation noted,2023-05-06 21:06:17
TST-003936,BAT-002237,potency,2025-06-07,98.88,%,95.0,105.0,pass,ANL-020,EQP-0057,LAB-001,,Minor deviation noted,2025-06-07 07:07:47
TST-003937,BAT-002503,identity,2024-02-14,0.9947,ratio,0.98,1.02,pass,ANL-022,EQP-0025,LAB-012,,,2024-02-14 14:04:01
TST-003938,BAT-000148,stability,2025-09-29,93.6,%,90.0,110.0,pass,ANL-035,EQP-0082,LAB-005,,,2025-09-29 09:14:18
TST-003939,BAT-001541,microbial,2025-03-05,22.0,CFU/g,0,100,pass,ANL-010,EQP-0018,LAB-014,,Within spec,2025-03-05 16:50:30
TST-003940,BAT-002611,stability,2023-05-16,93.04,%,90.0,110.0,pass,ANL-036,EQP-0024,LAB-003,,,2023-05-16 10:07:42
TST-003941,BAT-002317,dissolution,2023-03-29,90.85,%,80.0,100.0,pass,ANL-030,EQP-0046,LAB-011,,,2023-03-29 08:05:52
TST-003942,BAT-000865,stability,2024-11-18,103.01,%,90.0,110.0,pass,ANL-023,EQP-0066,LAB-009,,Within spec,2024-11-18 22:19:26
TST-003943,BAT-001398,dissolution,2025-06-21,96.14,%,80.0,100.0,pass,ANL-041,EQP-0068,LAB-002,,,2025-06-21 23:06:49
TST-003944,BAT-002063,identity,2023-08-07,1.0025,ratio,0.98,1.02,pass,ANL-045,EQP-0089,LAB-002,,Within spec,2023-08-07 17:59:00
TST-003945,BAT-002508,stability,2025-02-15,100.68,%,90.0,110.0,pass,ANL-029,EQP-0041,LAB-011,,Retest performed,2025-02-15 09:35:48
TST-003946,BAT-000998,dissolution,2024-08-09,85.04,%,80.0,100.0,pass,ANL-016,EQP-0067,LAB-009,,Minor deviation noted,2024-08-10 01:13:32
TST-003947,BAT-002090,purity,2023-10-09,97.08,%,98.0,100.0,fail,ANL-030,EQP-0063,LAB-004,DEV-8735,Root cause analysis pending,2023-10-09 03:53:58
TST-003948,BAT-002182,dissolution,2023-10-08,95.27,%,80.0,100.0,pass,ANL-004,EQP-0058,LAB-014,,Sample re-prepared,2023-10-08 10:13:27
TST-003949,BAT-000160,identity,2023-08-06,1.0029,ratio,0.98,1.02,pass,ANL-047,EQP-0086,LAB-005,,,2023-08-06 16:48:25
TST-003950,BAT-000948,stability,2025-11-02,104.84,%,90.0,110.0,pass,ANL-010,EQP-0096,LAB-001,,Within spec,2025-11-03 01:21:12
TST-003951,BAT-001411,dissolution,2024-08-06,91.75,%,80.0,100.0,pass,ANL-047,EQP-0023,LAB-011,,,2024-08-06 15:30:14
TST-003952,BAT-002198,identity,2025-09-13,1.0017,ratio,0.98,1.02,pass,ANL-044,EQP-0058,LAB-004,,Minor deviation noted,2025-09-13 15:20:45
TST-003953,BAT-002719,microbial,2024-02-09,26.0,CFU/g,0,100,pass,ANL-037,EQP-0020,LAB-011,,Retest performed,2024-02-09 10:21:14
TST-003954,BAT-002994,identity,2024-05-10,0.9978,ratio,0.98,1.02,pass,ANL-045,EQP-0065,LAB-001,,Sample re-prepared,2024-05-10 15:50:54
TST-003955,BAT-000026,purity,2025-10-05,99.14,%,98.0,100.0,pass,ANL-006,EQP-0042,LAB-011,,Within spec,2025-10-05 22:36:13
TST-003956,BAT-000416,identity,2025-12-26,0.9994,ratio,0.98,1.02,pass,ANL-005,EQP-0020,LAB-005,,Minor deviation noted,2025-12-26 13:25:18
TST-003957,BAT-000253,potency,2025-05-03,96.86,%,95.0,105.0,pass,ANL-048,EQP-0030,LAB-006,,Retest performed,2025-05-03 17:32:09
TST-003958,BAT-000920,potency,2025-08-21,97.45,%,95.0,105.0,pass,ANL-010,EQP-0062,LAB-015,,,2025-08-21 22:18:16
TST-003959,BAT-002129,potency,2023-06-10,99.67,%,95.0,105.0,pass,ANL-045,EQP-0044,LAB-009,,Minor deviation noted,2023-06-10 20:14:31
TST-003960,BAT-001481,stability,2023-10-29,101.25,%,90.0,110.0,pass,ANL-019,EQP-0096,LAB-001,,Sample re-prepared,2023-10-30 00:56:18
TST-003961,BAT-000927,stability,2023-01-02,102.77,%,90.0,110.0,pass,ANL-021,EQP-0055,LAB-009,,Minor deviation noted,2023-01-02 06:16:50
TST-003962,BAT-001315,dissolution,2025-08-30,96.77,%,80.0,100.0,pass,ANL-044,EQP-0021,LAB-002,,Sample re-prepared,2025-08-30 10:41:43
TST-003963,BAT-002881,stability,2023-10-10,100.28,%,90.0,110.0,pass,ANL-009,EQP-0020,LAB-010,,Minor deviation noted,2023-10-10 17:24:52
TST-003964,BAT-000930,identity,2025-11-17,0.9964,ratio,0.98,1.02,pass,ANL-007,EQP-0070,LAB-005,,,2025-11-17 16:55:43
TST-003965,BAT-001708,potency,2025-10-18,104.31,%,95.0,105.0,pass,ANL-013,EQP-0018,LAB-008,,,2025-10-18 20:50:38
TST-003966,BAT-000997,potency,2025-10-20,96.22,%,95.0,105.0,pass,ANL-029,EQP-0084,LAB-005,,Minor deviation noted,2025-10-20 18:55:08
TST-003967,BAT-000053,potency,2025-09-12,101.39,%,95.0,105.0,pass,ANL-030,EQP-0086,LAB-014,,Retest performed,2025-09-13 06:40:24
TST-003968,BAT-001580,microbial,2025-07-18,35.0,CFU/g,0,100,pass,ANL-013,EQP-0045,LAB-010,,Sample re-prepared,2025-07-18 14:47:50
TST-003969,BAT-000097,stability,2023-05-16,105.26,%,90.0,110.0,pass,ANL-036,EQP-0033,LAB-011,,,2023-05-17 05:15:32
TST-003970,BAT-001568,dissolution,2025-12-24,98.56,%,80.0,100.0,pass,ANL-002,EQP-0099,LAB-011,,,2025-12-24 15:51:08
TST-003971,BAT-001563,purity,2023-10-14,98.97,%,98.0,100.0,pass,ANL-035,EQP-0008,LAB-004,,,2023-10-14 13:44:46
TST-003972,BAT-002576,dissolution,2025-09-08,82.2,%,80.0,100.0,pass,ANL-030,EQP-0014,LAB-001,,Within spec,2025-09-08 14:49:00
TST-003973,BAT-002937,dissolution,2025-09-25,85.16,%,80.0,100.0,pass,ANL-048,EQP-0005,LAB-015,,Minor deviation noted,2025-09-25 15:36:44
TST-003974,BAT-002981,stability,2024-05-04,99.44,%,90.0,110.0,pass,ANL-030,EQP-0089,LAB-013,,,2024-05-05 06:38:06
TST-003975,BAT-001377,purity,2023-09-07,99.84,%,98.0,100.0,pass,ANL-027,EQP-0053,LAB-008,,,2023-09-08 07:53:10
TST-003976,BAT-001247,microbial,2023-04-20,14.0,CFU/g,0,100,pass,ANL-001,EQP-0091,LAB-011,,Within spec,2023-04-20 05:13:23
TST-003977,BAT-001634,purity,2025-12-07,98.69,%,98.0,100.0,pass,ANL-033,EQP-0035,LAB-003,,Minor deviation noted,2025-12-07 16:26:27
TST-003978,BAT-000989,purity,2024-11-09,100.87,%,98.0,100.0,fail,ANL-021,EQP-0044,LAB-015,DEV-2550,Retest required,2024-11-10 05:38:48
TST-003979,BAT-001491,stability,2023-09-09,103.88,%,90.0,110.0,pass,ANL-010,EQP-0071,LAB-008,,,2023-09-09 23:10:09
TST-003980,BAT-002692,identity,2025-02-22,1.0019,ratio,0.98,1.02,pass,ANL-047,EQP-0039,LAB-014,,,2025-02-22 13:02:47
TST-003981,BAT-001557,purity,2025-11-13,98.9,%,98.0,100.0,pass,ANL-033,EQP-0005,LAB-003,,Within spec,2025-11-14 01:57:52
TST-003982,BAT-002001,potency,2025-07-12,99.77,%,95.0,105.0,pass,ANL-030,EQP-0087,LAB-008,,Minor deviation noted,2025-07-12 05:08:33
TST-003983,BAT-001668,dissolution,2023-04-23,91.84,%,80.0,100.0,pass,ANL-017,EQP-0054,LAB-001,,,2023-04-24 01:28:04
TST-003984,BAT-002712,identity,2025-06-13,0.995,ratio,0.98,1.02,pass,ANL-028,EQP-0026,LAB-013,,Within spec,2025-06-13 23:25:07
TST-003985,BAT-000603,microbial,2023-02-15,46.0,CFU/g,0,100,pass,ANL-039,EQP-0058,LAB-010,,,2023-02-15 21:39:56
TST-003986,BAT-000300,purity,2024-04-06,99.28,%,98.0,100.0,pass,ANL-010,EQP-0096,LAB-014,,,2024-04-06 22:15:35
TST-003987,BAT-002314,stability,2025-01-31,104.17,%,90.0,110.0,pass,ANL-025,EQP-0062,LAB-006,,Minor deviation noted,2025-01-31 07:41:47
TST-003988,BAT-002555,stability,2024-08-04,97.29,%,90.0,110.0,pass,ANL-029,EQP-0050,LAB-008,,Within spec,2024-08-04 14:39:43
TST-003989,BAT-000993,microbial,2023-09-26,13.0,CFU/g,0,100,pass,ANL-020,EQP-0030,LAB-009,,,2023-09-27 01:08:11
TST-003990,BAT-002528,stability,2025-11-13,99.93,%,90.0,110.0,pass,ANL-001,EQP-0071,LAB-015,,Within spec,2025-11-13 08:35:21
TST-003991,BAT-000871,stability,2023-02-27,100.15,%,90.0,110.0,pass,ANL-019,EQP-0055,LAB-014,,,2023-02-27 18:47:22
TST-003992,BAT-000459,dissolution,2023-04-28,96.17,%,80.0,100.0,pass,ANL-032,EQP-0007,LAB-004,,,2023-04-28 18:46:47
TST-003993,BAT-000696,dissolution,2025-02-24,93.54,%,80.0,100.0,pass,ANL-016,EQP-0049,LAB-001,,,2025-02-24 20:00:56
TST-003994,BAT-000800,stability,2024-02-20,97.56,%,90.0,110.0,pass,ANL-028,EQP-0100,LAB-015,,Minor deviation noted,2024-02-21 01:29:26
TST-003995,BAT-002334,dissolution,2023-01-28,94.53,%,80.0,100.0,pass,ANL-037,EQP-0017,LAB-008,,,2023-01-28 22:19:11
TST-003996,BAT-002077,dissolution,2025-03-20,95.0,%,80.0,100.0,pass,ANL-038,EQP-0039,LAB-015,,Sample re-prepared,2025-03-20 15:57:32
TST-003997,BAT-002473,purity,2023-09-23,99.03,%,98.0,100.0,pass,ANL-043,EQP-0007,LAB-002,,,2023-09-23 13:03:59
TST-003998,BAT-001045,identity,2024-08-06,0.9866,ratio,0.98,1.02,pass,ANL-040,EQP-0081,LAB-007,,,2024-08-06 07:23:46
TST-003999,BAT-001008,stability,2023-07-06,101.26,%,90.0,110.0,pass,ANL-039,EQP-0026,LAB-006,,,2023-07-06 08:09:06
TST-004000,BAT-001900,potency,2025-05-07,98.83,%,95.0,105.0,pass,ANL-004,EQP-0068,LAB-013,,Sample re-prepared,2025-05-07 23:58:16
TST-004001,BAT-001916,potency,2023-11-13,100.33,%,95.0,105.0,pass,ANL-026,EQP-0009,LAB-004,,,2023-11-13 21:52:59
TST-004002,BAT-000668,dissolution,2023-08-26,87.79,%,80.0,100.0,pass,ANL-022,EQP-0031,LAB-013,,Retest performed,2023-08-26 08:57:05
TST-004003,BAT-001289,dissolution,2024-04-07,89.27,%,80.0,100.0,pass,ANL-041,EQP-0082,LAB-013,,,2024-04-07 11:02:38
TST-004004,BAT-000547,dissolution,2024-02-27,86.57,%,80.0,100.0,pass,ANL-040,EQP-0081,LAB-009,,Within spec,2024-02-28 02:06:30
TST-004005,BAT-002581,identity,2025-06-24,0.9917,ratio,0.98,1.02,pass,ANL-043,EQP-0005,LAB-002,,,2025-06-24 07:19:13
TST-004006,BAT-002122,purity,2025-08-08,100.52,%,98.0,100.0,fail,ANL-044,EQP-0074,LAB-012,DEV-3949,Deviation logged,2025-08-08 20:25:29
TST-004007,BAT-002187,stability,2025-11-01,109.01,%,90.0,110.0,pass,ANL-001,EQP-0049,LAB-007,,Sample re-prepared,2025-11-01 19:22:05
TST-004008,BAT-000495,potency,2024-09-16,98.28,%,95.0,105.0,pass,ANL-023,EQP-0013,LAB-002,,Minor deviation noted,2024-09-16 18:29:47
TST-004009,BAT-000120,purity,2024-05-18,100.31,%,98.0,100.0,fail,ANL-036,EQP-0014,LAB-013,DEV-6966,Deviation logged,2024-05-18 07:24:24
TST-004010,BAT-002760,identity,2025-11-12,1.0,ratio,0.98,1.02,pass,ANL-023,EQP-0055,LAB-014,,,2025-11-12 16:38:26
TST-004011,BAT-001967,identity,2023-10-16,0.9896,ratio,0.98,1.02,pass,ANL-013,EQP-0056,LAB-001,,,2023-10-16 15:43:28
TST-004012,BAT-002202,dissolution,2023-11-29,79.19,%,80.0,100.0,fail,ANL-047,EQP-0078,LAB-010,DEV-7964,Retest required,2023-11-29 07:54:51
TST-004013,BAT-002024,microbial,2023-08-03,30.0,CFU/g,0,100,pass,ANL-028,EQP-0075,LAB-012,,Within spec,2023-08-03 08:46:26
TST-004014,BAT-000055,microbial,2025-11-21,19.0,CFU/g,0,100,pass,ANL-043,EQP-0068,LAB-008,,,2025-11-21 08:20:16
TST-004015,BAT-000266,microbial,2023-06-04,33.0,CFU/g,0,100,pass,ANL-043,EQP-0001,LAB-012,,Within spec,2023-06-04 17:14:43
TST-004016,BAT-001770,dissolution,2023-05-22,87.23,%,80.0,100.0,pass,ANL-035,EQP-0006,LAB-001,,Minor deviation noted,2023-05-23 02:08:21
TST-004017,BAT-001973,purity,2023-06-08,99.17,%,98.0,100.0,pass,ANL-002,EQP-0079,LAB-004,,,2023-06-08 07:34:30
TST-004018,BAT-002084,stability,2023-05-05,103.18,%,90.0,110.0,pass,ANL-004,EQP-0024,LAB-001,,,2023-05-05 23:07:46
TST-004019,BAT-002705,identity,2024-06-29,1.022,ratio,0.98,1.02,fail,ANL-042,EQP-0014,LAB-012,DEV-6977,OOS investigation initiated,2024-06-30 03:17:46
TST-004020,BAT-002167,microbial,2023-01-19,48.0,CFU/g,0,100,pass,ANL-042,EQP-0042,LAB-015,,,2023-01-19 11:41:32
TST-004021,BAT-002415,microbial,2024-02-14,3.0,CFU/g,0,100,pass,ANL-023,EQP-0045,LAB-011,,,2024-02-14 13:21:17
TST-004022,BAT-000828,identity,2023-11-02,0.991,ratio,0.98,1.02,pass,ANL-039,EQP-0022,LAB-011,,Retest performed,2023-11-02 22:28:29
TST-004023,BAT-000714,identity,2023-05-11,1.0133,ratio,0.98,1.02,pass,ANL-001,EQP-0019,LAB-006,,Within spec,2023-05-11 06:57:14
TST-004024,BAT-001009,identity,2023-01-26,0.993,ratio,0.98,1.02,pass,ANL-026,EQP-0081,LAB-002,,Within spec,2023-01-26 22:42:42
TST-004025,BAT-000554,purity,2025-02-02,100.52,%,98.0,100.0,fail,ANL-042,EQP-0087,LAB-012,DEV-1240,Deviation logged,2025-02-02 13:56:57
TST-004026,BAT-002683,dissolution,2024-04-08,84.96,%,80.0,100.0,pass,ANL-042,EQP-0030,LAB-001,,,2024-04-08 04:05:04
TST-004027,BAT-000496,potency,2024-11-22,103.37,%,95.0,105.0,pass,ANL-047,EQP-0072,LAB-008,,,2024-11-22 09:37:53
TST-004028,BAT-001560,stability,2025-03-30,96.55,%,90.0,110.0,pass,ANL-022,EQP-0027,LAB-015,,Retest performed,2025-03-30 20:34:33
TST-004029,BAT-001189,identity,2025-10-07,1.0027,ratio,0.98,1.02,pass,ANL-033,EQP-0039,LAB-004,,,2025-10-08 01:33:27
TST-004030,BAT-000162,potency,2025-11-20,101.74,%,95.0,105.0,pass,ANL-033,EQP-0098,LAB-011,,,2025-11-20 14:51:28
TST-004031,BAT-000816,purity,2024-09-11,99.86,%,98.0,100.0,pass,ANL-031,EQP-0091,LAB-006,,Within spec,2024-09-11 10:42:49
TST-004032,BAT-001727,potency,2024-05-01,98.75,%,95.0,105.0,pass,ANL-015,EQP-0032,LAB-012,,,2024-05-01 06:14:55
TST-004033,BAT-000400,potency,2024-09-05,100.65,%,95.0,105.0,pass,ANL-036,EQP-0097,LAB-015,,,2024-09-05 23:02:43
TST-004034,BAT-001450,identity,2024-12-01,1.0301,ratio,0.98,1.02,fail,ANL-011,EQP-0045,LAB-015,DEV-4849,Root cause analysis pending,2024-12-01 18:18:41
TST-004035,BAT-000053,purity,2024-02-20,99.28,%,98.0,100.0,pass,ANL-001,EQP-0022,LAB-008,,Minor deviation noted,2024-02-20 12:59:54
TST-004036,BAT-000765,purity,2024-09-15,99.15,%,98.0,100.0,pass,ANL-029,EQP-0018,LAB-011,,,2024-09-15 23:20:08
TST-004037,BAT-000107,purity,2023-10-14,98.45,%,98.0,100.0,pass,ANL-038,EQP-0092,LAB-008,,,2023-10-14 18:14:46
TST-004038,BAT-000333,potency,2023-01-06,97.48,%,95.0,105.0,pass,ANL-037,EQP-0031,LAB-010,,,2023-01-06 22:31:51
TST-004039,BAT-000047,microbial,2025-06-12,11.0,CFU/g,0,100,pass,ANL-030,EQP-0072,LAB-010,,Minor deviation noted,2025-06-12 23:48:17
TST-004040,BAT-002588,stability,2024-03-02,103.0,%,90.0,110.0,pass,ANL-049,EQP-0057,LAB-002,,,2024-03-02 18:49:57
TST-004041,BAT-000155,purity,2023-09-08,99.05,%,98.0,100.0,pass,ANL-036,EQP-0038,LAB-005,,,2023-09-08 03:14:15
TST-004042,BAT-002950,purity,2023-06-16,99.66,%,98.0,100.0,pass,ANL-014,EQP-0017,LAB-002,,Within spec,2023-06-16 21:31:03
TST-004043,BAT-000944,potency,2023-04-06,102.02,%,95.0,105.0,pass,ANL-019,EQP-0094,LAB-015,,,2023-04-06 08:18:36
TST-004044,BAT-002545,dissolution,2024-08-06,91.21,%,80.0,100.0,pass,ANL-039,EQP-0026,LAB-011,,,2024-08-06 04:13:43
TST-004045,BAT-002382,dissolution,2025-02-21,90.01,%,80.0,100.0,pass,ANL-042,EQP-0024,LAB-001,,,2025-02-21 12:53:57
TST-004046,BAT-000098,stability,2024-07-06,100.46,%,90.0,110.0,pass,ANL-021,EQP-0046,LAB-007,,,2024-07-06 11:49:18
TST-004047,BAT-000344,microbial,2024-11-02,0.0,CFU/g,0,100,pass,ANL-015,EQP-0082,LAB-013,,,2024-11-02 15:01:42
TST-004048,BAT-001089,purity,2025-03-29,99.63,%,98.0,100.0,pass,ANL-019,EQP-0039,LAB-004,,,2025-03-29 16:07:27
TST-004049,BAT-001006,potency,2024-06-28,100.32,%,95.0,105.0,pass,ANL-009,EQP-0063,LAB-007,,Minor deviation noted,2024-06-28 18:22:26
TST-004050,BAT-000059,potency,2025-06-30,102.31,%,95.0,105.0,pass,ANL-025,EQP-0098,LAB-004,,,2025-06-30 12:42:44
TST-004051,BAT-001333,purity,2024-12-12,98.9,%,98.0,100.0,pass,ANL-032,EQP-0099,LAB-005,,Minor deviation noted,2024-12-12 09:45:53
TST-004052,BAT-000949,microbial,2023-05-27,6.0,CFU/g,0,100,pass,ANL-015,EQP-0064,LAB-006,,,2023-05-28 06:25:35
